magasin_id,taille,urbain,qualite_equipe,n_potentiel,mois,effet_saison_val,p_visite,nb_visites,ventes,panier_moyen,pub
0,moyen,1,1,150,24,0.02,0.77,110,5950.158489376629,54.0923499034239,1
1,moyen,1,1,150,1,-0.01,0.64,100,4919.948458976439,49.19948458976439,0
1,moyen,1,1,150,2,-0.01,0.64,100,4773.747946577166,47.737479465771656,0
1,moyen,1,1,150,3,0.0,0.65,99,5087.262492618734,51.386489824431656,0
1,moyen,1,1,150,4,0.01,0.66,100,5005.721175776161,50.05721175776161,0
1,moyen,1,1,150,5,0.02,0.77,121,6485.268483755919,53.59726019632991,1
1,moyen,1,1,150,6,0.02,0.77,125,7013.770148037917,56.11016118430334,1
1,moyen,1,1,150,7,0.02,0.77,109,6059.683975515702,55.59343096803396,1
1,moyen,1,1,150,8,0.01,0.76,108,5988.843244880608,55.45225226741304,1
1,moyen,1,1,150,9,0.0,0.65,95,4737.828499892368,49.871878946235455,0
1,moyen,1,1,150,10,-0.01,0.74,114,6303.042459958913,55.289846139990466,1
1,moyen,1,1,150,11,0.01,0.76,109,5723.570307562242,52.50981933543341,1
1,moyen,1,1,150,12,0.02,0.77,115,6399.3918309905475,55.646885486874325,1
1,moyen,1,1,150,13,-0.01,0.64,90,4519.078691873104,50.21198546525671,0
1,moyen,1,1,150,14,-0.01,0.74,118,6254.781642337993,53.006624087610106,1
1,moyen,1,1,150,15,0.0,0.65,98,4978.592326358309,50.801962513860296,0
1,moyen,1,1,150,16,0.01,0.76,113,6344.606292583459,56.14695834144654,1
1,moyen,1,1,150,17,0.02,0.77,114,6281.019920108801,55.09666596586667,1
1,moyen,1,1,150,18,0.02,0.77,114,6121.825237091153,53.70022137799257,1
1,moyen,1,1,150,19,0.02,0.77,120,6683.7533512801265,55.69794459400105,1
1,moyen,1,1,150,20,0.01,0.76,106,5876.013874275322,55.43409315354078,1
1,moyen,1,1,150,21,0.0,0.65,100,4855.795283122524,48.557952831225236,0
1,moyen,1,1,150,22,-0.01,0.64,95,4915.886140074501,51.746169895521064,0
1,moyen,1,1,150,23,0.01,0.66,96,4705.62485420442,49.01692556462938,0
1,moyen,1,1,150,24,0.02,0.67,96,5013.115676924698,52.219954967965606,0
2,grand,0,1,500,1,-0.01,0.44,228,11244.719885365326,49.31894686563739,0
2,grand,0,1,500,2,-0.01,0.44,218,11160.545658038594,51.19516356898438,0
2,grand,0,1,500,3,0.0,0.45,216,10769.931160990755,49.86079241199423,0
2,grand,0,1,500,4,0.01,0.56,266,14821.654246013608,55.720504684261684,1
2,grand,0,1,500,5,0.02,0.47000000000000003,232,11547.872634492916,49.77531307971085,0
2,grand,0,1,500,6,0.02,0.5700000000000001,287,16328.125948433322,56.89242490743318,1
2,grand,0,1,500,7,0.02,0.47000000000000003,222,10923.604243437956,49.20542451999079,0
2,grand,0,1,500,8,0.01,0.46,229,11255.480602898153,49.15057031833255,0
2,grand,0,1,500,9,0.0,0.55,267,14631.024028195021,54.797842802228544,1
2,grand,0,1,500,10,-0.01,0.54,285,15378.23887471049,53.95873289372102,1
2,grand,0,1,500,11,0.01,0.46,223,11082.587376474821,49.697701239797404,0
2,grand,0,1,500,12,0.02,0.5700000000000001,296,16068.990480353752,54.28713000119511,1
2,grand,0,1,500,13,-0.01,0.54,260,14212.089954752035,54.66188444135398,1
2,grand,0,1,500,14,-0.01,0.44,222,11275.14754303447,50.78895289655167,0
2,grand,0,1,500,15,0.0,0.45,232,11514.604702154626,49.631916819632,0
2,grand,0,1,500,16,0.01,0.46,220,11223.336197405119,51.01516453365963,0
2,grand,0,1,500,17,0.02,0.5700000000000001,282,15299.362849613557,54.253059750402684,1
2,grand,0,1,500,18,0.02,0.47000000000000003,234,11864.107388922099,50.70131362787222,0
2,grand,0,1,500,19,0.02,0.5700000000000001,278,15193.606707450801,54.65326153759281,1
2,grand,0,1,500,20,0.01,0.46,233,11471.742340844194,49.2349456688592,0
2,grand,0,1,500,21,0.0,0.45,257,12723.179050843657,49.5065332717652,0
2,grand,0,1,500,22,-0.01,0.54,280,15666.450511349007,55.951608969103596,1
2,grand,0,1,500,23,0.01,0.46,215,10473.560668655478,48.71423566816502,0
2,grand,0,1,500,24,0.02,0.5700000000000001,290,16031.711223665,55.28176284022413,1
3,moyen,1,0,150,1,-0.01,0.44,69,3499.6808800192543,50.72001275390224,0
3,moyen,1,0,150,2,-0.01,0.44,71,3555.722229401781,50.080594780306775,0
3,moyen,1,0,150,3,0.0,0.45,61,3184.2651156089228,52.20106746899874,0
3,moyen,1,0,150,4,0.01,0.56,90,4957.3809011552985,55.08201001283665,1
3,moyen,1,0,150,5,0.02,0.5700000000000001,92,4925.818149258814,53.54150162237841,1
3,moyen,1,0,150,6,0.02,0.5700000000000001,86,4417.241883034602,51.363277709704676,1
3,moyen,1,0,150,7,0.02,0.5700000000000001,81,4506.551491101999,55.63643816175308,1
3,moyen,1,0,150,8,0.01,0.56,87,4861.863406546764,55.883487431572,1
3,moyen,1,0,150,9,0.0,0.45,75,3595.2723497604206,47.936964663472274,0
3,moyen,1,0,150,10,-0.01,0.44,59,2947.533231729716,49.95819036830027,0
3,moyen,1,0,150,11,0.01,0.56,85,4540.714437622134,53.420169854378045,1
3,moyen,1,0,150,12,0.02,0.47000000000000003,79,4083.506304807509,51.68995322541151,0
3,moyen,1,0,150,13,-0.01,0.54,82,4464.836505173656,54.449225672849465,1
3,moyen,1,0,150,14,-0.01,0.54,79,4444.555457925265,56.26019566994006,1
3,moyen,1,0,150,15,0.0,0.45,67,3438.050241445127,51.31418270813622,0
3,moyen,1,0,150,16,0.01,0.56,85,4816.137483332121,56.66044098037789,1
3,moyen,1,0,150,17,0.02,0.47000000000000003,70,3516.6104072990274,50.23729153284325,0
3,moyen,1,0,150,18,0.02,0.5700000000000001,88,5000.604258098009,56.82504838747738,1
3,moyen,1,0,150,19,0.02,0.47000000000000003,66,3319.222300497307,50.29124697723193,0
3,moyen,1,0,150,20,0.01,0.56,94,5254.500560049028,55.89894212818115,1
3,moyen,1,0,150,21,0.0,0.45,57,2984.0792291080884,52.35226717733488,0
3,moyen,1,0,150,22,-0.01,0.44,67,3225.273472582303,48.138410038541835,0
3,moyen,1,0,150,23,0.01,0.56,80,4413.069257972723,55.16336572465904,1
3,moyen,1,0,150,24,0.02,0.5700000000000001,91,5030.782841625705,55.283327929952804,1
4,petit,0,1,30,1,-0.01,0.44,13,651.3537251405825,50.10413270312173,0
4,petit,0,1,30,2,-0.01,0.54,17,916.9199489699108,53.93646758646534,1
4,petit,0,1,30,3,0.0,0.55,14,694.9155419892136,49.63682442780097,1
4,petit,0,1,30,4,0.01,0.56,18,960.702161633545,53.37234231297472,1
4,petit,0,1,30,5,0.02,0.5700000000000001,19,1091.1246646448021,57.42761392867379,1
4,petit,0,1,30,6,0.02,0.5700000000000001,18,1036.5012103070303,57.583400572612796,1
4,petit,0,1,30,7,0.02,0.47000000000000003,15,790.1288566202209,52.675257108014726,0
4,petit,0,1,30,8,0.01,0.56,18,1054.8600649141345,58.603336939674136,1
4,petit,0,1,30,9,0.0,0.45,16,829.460431130868,51.84127694567925,0
4,petit,0,1,30,10,-0.01,0.44,12,703.3075004396495,58.60895836997079,0
4,petit,0,1,30,11,0.01,0.56,14,676.5580189447481,48.325572781767725,1
4,petit,0,1,30,12,0.02,0.47000000000000003,15,811.9982980310555,54.13321986873703,0
4,petit,0,1,30,13,-0.01,0.44,12,664.6916793603066,55.39097328002555,0
4,petit,0,1,30,14,-0.01,0.44,15,845.9775090113353,56.39850060075569,0
4,petit,0,1,30,15,0.0,0.45,13,610.5962546200556,46.968942663081194,0
4,petit,0,1,30,16,0.01,0.56,19,952.4652333005946,50.129749121083925,1
4,petit,0,1,30,17,0.02,0.5700000000000001,17,1017.8172171670094,59.87160100982408,1
4,petit,0,1,30,18,0.02,0.47000000000000003,12,531.6530627610645,44.30442189675537,0
4,petit,0,1,30,19,0.02,0.5700000000000001,14,808.8761943180563,57.7768710227183,1
4,petit,0,1,30,20,0.01,0.56,13,710.8688966349117,54.68222281807013,1
4,petit,0,1,30,21,0.0,0.45,16,777.2818307694489,48.580114423090556,0
4,petit,0,1,30,22,-0.01,0.44,19,855.1974141657217,45.010390219248514,0
4,petit,0,1,30,23,0.01,0.56,17,948.0821663714322,55.76953919831954,1
4,petit,0,1,30,24,0.02,0.5700000000000001,20,1115.4494759640813,55.77247379820407,1
5,grand,1,1,500,1,-0.01,0.64,313,15635.931274517612,49.955051995263936,0
5,grand,1,1,500,2,-0.01,0.64,320,15314.678897351034,47.85837155422198,0
5,grand,1,1,500,3,0.0,0.65,308,15554.749941475153,50.50243487491933,0
5,grand,1,1,500,4,0.01,0.76,389,21217.98486306065,54.54494823408908,1
5,grand,1,1,500,5,0.02,0.77,383,20536.380609847078,53.619792715005424,1
5,grand,1,1,500,6,0.02,0.77,373,20285.676513566803,54.38519172538017,1
5,grand,1,1,500,7,0.02,0.77,405,22301.19314500869,55.06467443212022,1
5,grand,1,1,500,8,0.01,0.66,335,16769.74579618585,50.05894267518164,0
5,grand,1,1,500,9,0.0,0.65,319,15783.45771056102,49.47792385755806,0
5,grand,1,1,500,10,-0.01,0.64,321,16099.911129088046,50.15548638345186,0
5,grand,1,1,500,11,0.01,0.66,334,16360.0152427406,48.98208156509161,0
5,grand,1,1,500,12,0.02,0.77,388,21221.41995804722,54.69438133517325,1
5,grand,1,1,500,13,-0.01,0.64,319,15785.797858385502,49.48525974415518,0
5,grand,1,1,500,14,-0.01,0.74,381,20824.556507753383,54.65762862927397,1
5,grand,1,1,500,15,0.0,0.75,369,20237.892964918618,54.84523838731333,1
5,grand,1,1,500,16,0.01,0.66,341,16967.953970794384,49.759395808781186,0
5,grand,1,1,500,17,0.02,0.77,391,21562.452057607417,55.14693620871462,1
5,grand,1,1,500,18,0.02,0.67,330,16012.490119415415,48.522697331561865,0
5,grand,1,1,500,19,0.02,0.77,388,20884.51490303299,53.82606933771389,1
5,grand,1,1,500,20,0.01,0.76,382,21509.62202047818,56.3079110483722,1
5,grand,1,1,500,21,0.0,0.65,322,15892.152927719553,49.35451219788681,0
5,grand,1,1,500,22,-0.01,0.64,326,16804.336451759813,51.54704433055157,0
5,grand,1,1,500,23,0.01,0.76,380,20885.829949742572,54.9627103940594,1
5,grand,1,1,500,24,0.02,0.77,388,21296.1694273714,54.88703460662732,1
6,moyen,0,0,150,1,-0.01,0.24,36,1827.6188904710746,50.767191401974294,0
6,moyen,0,0,150,2,-0.01,0.24,23,979.7320536556595,42.59704581111563,0
6,moyen,0,0,150,3,0.0,0.25,37,1945.201086623461,52.57300234117462,0
6,moyen,0,0,150,4,0.01,0.36,65,3824.0566030767814,58.8316400473351,1
6,moyen,0,0,150,5,0.02,0.37,54,2855.2124094347823,52.8743038784219,1
6,moyen,0,0,150,6,0.02,0.37,63,3296.1014326750515,52.319070359921454,1
6,moyen,0,0,150,7,0.02,0.37,45,2593.0676259460934,57.6237250210243,1
6,moyen,0,0,150,8,0.01,0.36,52,2815.2476450847676,54.139377790091686,1
6,moyen,0,0,150,9,0.0,0.35,47,2473.676638105451,52.63141783203087,1
6,moyen,0,0,150,10,-0.01,0.24,30,1503.549181490374,50.118306049679134,0
6,moyen,0,0,150,11,0.01,0.36,50,2788.494891422075,55.7698978284415,1
6,moyen,0,0,150,12,0.02,0.37,61,3294.6921044485566,54.0113459745665,1
6,moyen,0,0,150,13,-0.01,0.24,42,2151.3973702346098,51.22374691034785,0
6,moyen,0,0,150,14,-0.01,0.24,34,1630.7786350033898,47.9640775000997,0
6,moyen,0,0,150,15,0.0,0.25,37,1903.0607054757213,51.434073120965444,0
6,moyen,0,0,150,16,0.01,0.36,50,2930.6378422213256,58.612756844426514,1
6,moyen,0,0,150,17,0.02,0.27,40,1930.8499710115566,48.271249275288916,0
6,moyen,0,0,150,18,0.02,0.37,55,3034.0683078078696,55.16487832377945,1
6,moyen,0,0,150,19,0.02,0.37,51,2854.222857615778,55.96515407089761,1
6,moyen,0,0,150,20,0.01,0.36,57,2999.070897338522,52.615278900675825,1
6,moyen,0,0,150,21,0.0,0.25,40,1922.5747534883567,48.06436883720892,0
6,moyen,0,0,150,22,-0.01,0.33999999999999997,46,2453.2800999700985,53.33217608630649,1
6,moyen,0,0,150,23,0.01,0.36,51,2804.7033902820967,54.994184123178364,1
6,moyen,0,0,150,24,0.02,0.37,58,3202.775686186847,55.22027045149736,1
7,moyen,0,1,150,1,-0.01,0.54,84,4434.714311564718,52.79421799481807,1
7,moyen,0,1,150,2,-0.01,0.44,70,3223.1351458556105,46.044787797937296,0
7,moyen,0,1,150,3,0.0,0.45,68,3420.1905098492907,50.29691926248957,0
7,moyen,0,1,150,4,0.01,0.56,90,4948.685336466211,54.98539262740235,1
7,moyen,0,1,150,5,0.02,0.5700000000000001,79,4139.759159916418,52.4020146824863,1
7,moyen,0,1,150,6,0.02,0.47000000000000003,78,3843.086232208614,49.27033631036685,0
7,moyen,0,1,150,7,0.02,0.5700000000000001,81,4133.169520434464,51.02678420289462,1
7,moyen,0,1,150,8,0.01,0.46,66,3600.2421269839556,54.54912313612054,0
7,moyen,0,1,150,9,0.0,0.55,74,3944.737573667073,53.3072645090145,1
7,moyen,0,1,150,10,-0.01,0.54,84,4634.03402711431,55.16707175136084,1
7,moyen,0,1,150,11,0.01,0.56,84,4640.711722180348,55.24656812119462,1
7,moyen,0,1,150,12,0.02,0.47000000000000003,72,3581.2543463642596,49.7396436995036,0
7,moyen,0,1,150,13,-0.01,0.44,70,3574.7499562510247,51.06785651787178,0
7,moyen,0,1,150,14,-0.01,0.54,76,3982.888361605625,52.40642581060033,1
7,moyen,0,1,150,15,0.0,0.45,66,3404.9666464043307,51.59040373339895,0
7,moyen,0,1,150,16,0.01,0.46,70,3520.6246039157404,50.294637198796295,0
7,moyen,0,1,150,17,0.02,0.5700000000000001,91,5043.13403970302,55.41905538135187,1
7,moyen,0,1,150,18,0.02,0.5700000000000001,88,4871.215443739618,55.35472095158657,1
7,moyen,0,1,150,19,0.02,0.47000000000000003,69,3389.966218977137,49.12994520256721,0
7,moyen,0,1,150,20,0.01,0.56,76,4281.520497431059,56.335796018829726,1
7,moyen,0,1,150,21,0.0,0.55,83,4642.6412460017345,55.935436698816076,1
7,moyen,0,1,150,22,-0.01,0.44,70,3563.5551995083692,50.907931421548135,0
7,moyen,0,1,150,23,0.01,0.46,69,3221.772350270181,46.69235290246639,0
7,moyen,0,1,150,24,0.02,0.5700000000000001,77,4112.465668598161,53.40864504672936,1
8,petit,1,1,30,1,-0.01,0.74,26,1326.8020873988366,51.030849515339874,1
8,petit,1,1,30,2,-0.01,0.64,22,995.7192610278274,45.259966410355794,0
8,petit,1,1,30,3,0.0,0.65,20,939.8108318205491,46.99054159102745,0
8,petit,1,1,30,4,0.01,0.76,24,1230.118014276319,51.25491726151329,1
8,petit,1,1,30,5,0.02,0.77,22,1184.3056869689904,53.832076680408655,1
8,petit,1,1,30,6,0.02,0.77,20,1211.5145570818058,60.57572785409029,1
8,petit,1,1,30,7,0.02,0.77,20,1056.6378997461102,52.83189498730551,1
8,petit,1,1,30,8,0.01,0.76,25,1411.974903323872,56.47899613295488,1
8,petit,1,1,30,9,0.0,0.65,19,891.1581109907447,46.90305847319709,0
8,petit,1,1,30,10,-0.01,0.64,15,723.5480594040089,48.23653729360059,0
8,petit,1,1,30,11,0.01,0.76,26,1573.3545541655815,60.51363669867621,1
8,petit,1,1,30,12,0.02,0.77,26,1524.0068112342324,58.61564658593201,1
8,petit,1,1,30,13,-0.01,0.64,19,870.3740889341943,45.80916257548391,0
8,petit,1,1,30,14,-0.01,0.74,20,1187.716695662162,59.3858347831081,1
8,petit,1,1,30,15,0.0,0.65,16,786.6632160884459,49.16645100552787,0
8,petit,1,1,30,16,0.01,0.66,22,1096.094361729176,49.82247098768982,0
8,petit,1,1,30,17,0.02,0.67,17,834.5039672808788,49.088468663581104,0
8,petit,1,1,30,18,0.02,0.77,21,1185.3701746610723,56.4461987933844,1
8,petit,1,1,30,19,0.02,0.77,23,1331.0459353730191,57.87156240752257,1
8,petit,1,1,30,20,0.01,0.66,16,729.8106172325419,45.613163577033866,0
8,petit,1,1,30,21,0.0,0.65,19,915.9740672419083,48.20916143378465,0
8,petit,1,1,30,22,-0.01,0.64,13,766.620320030352,58.97079384848861,0
8,petit,1,1,30,23,0.01,0.76,20,1133.1312470771977,56.65656235385988,1
8,petit,1,1,30,24,0.02,0.67,18,876.3371177413762,48.685395430076454,0
9,moyen,0,1,150,1,-0.01,0.44,65,3221.7452648028498,49.56531176619769,0
9,moyen,0,1,150,2,-0.01,0.44,66,3196.636748386028,48.433890127061034,0
9,moyen,0,1,150,3,0.0,0.45,65,3458.511039735848,53.20786214978228,0
9,moyen,0,1,150,4,0.01,0.46,59,3088.731487863993,52.351381150237174,0
9,moyen,0,1,150,5,0.02,0.5700000000000001,89,4962.731389714348,55.761026850723006,1
9,moyen,0,1,150,6,0.02,0.5700000000000001,90,4943.816782760046,54.93129758622274,1
9,moyen,0,1,150,7,0.02,0.47000000000000003,69,3737.107397211024,54.16097677117426,0
9,moyen,0,1,150,8,0.01,0.46,68,3332.987152227988,49.01451694452924,0
9,moyen,0,1,150,9,0.0,0.45,63,2925.7966412307596,46.44121652747238,0
9,moyen,0,1,150,10,-0.01,0.44,70,3462.8423732382703,49.469176760546716,0
9,moyen,0,1,150,11,0.01,0.56,82,4296.457617668437,52.39582460571265,1
9,moyen,0,1,150,12,0.02,0.5700000000000001,79,4194.194800772466,53.091073427499566,1
9,moyen,0,1,150,13,-0.01,0.54,85,4545.877374731812,53.48091029096249,1
9,moyen,0,1,150,14,-0.01,0.44,59,3082.241026394247,52.24137332871605,0
9,moyen,0,1,150,15,0.0,0.45,58,2867.615965860009,49.44165458379326,0
9,moyen,0,1,150,16,0.01,0.56,81,4542.152849927362,56.075961110214344,1
9,moyen,0,1,150,17,0.02,0.5700000000000001,91,4968.041458793853,54.59386218454784,1
9,moyen,0,1,150,18,0.02,0.5700000000000001,85,4786.198567136921,56.30821843690495,1
9,moyen,0,1,150,19,0.02,0.5700000000000001,93,5151.374930054448,55.39112828015535,1
9,moyen,0,1,150,20,0.01,0.56,68,3965.2803864092843,58.31294685896006,1
9,moyen,0,1,150,21,0.0,0.55,77,3918.7578434019615,50.89295900522028,1
9,moyen,0,1,150,22,-0.01,0.44,76,3923.908136191284,51.630370213043214,0
9,moyen,0,1,150,23,0.01,0.56,81,4529.020099789531,55.913828392463344,1
9,moyen,0,1,150,24,0.02,0.5700000000000001,87,4640.345060915971,53.33729955075829,1
10,petit,0,1,30,1,-0.01,0.44,8,411.3300007123637,51.41625008904546,0
10,petit,0,1,30,2,-0.01,0.54,19,915.1305180857004,48.16476410977371,1
10,petit,0,1,30,3,0.0,0.55,17,1000.1909687968441,58.83476287040259,1
10,petit,0,1,30,4,0.01,0.56,16,967.9658756021636,60.497867225135224,1
10,petit,0,1,30,5,0.02,0.5700000000000001,15,868.7319742392148,57.91546494928098,1
10,petit,0,1,30,6,0.02,0.5700000000000001,18,1038.1281332491624,57.67378518050902,1
10,petit,0,1,30,7,0.02,0.5700000000000001,20,958.2077935627196,47.910389678135985,1
10,petit,0,1,30,8,0.01,0.46,12,540.5628595149598,45.04690495957998,0
10,petit,0,1,30,9,0.0,0.55,18,1040.1871079245964,57.78817266247758,1
10,petit,0,1,30,10,-0.01,0.44,10,470.3189027241173,47.03189027241173,0
10,petit,0,1,30,11,0.01,0.56,20,1103.2758294503956,55.163791472519776,1
10,petit,0,1,30,12,0.02,0.5700000000000001,20,1124.6772725302526,56.23386362651263,1
10,petit,0,1,30,13,-0.01,0.44,13,764.8411971584419,58.83393824295707,0
10,petit,0,1,30,14,-0.01,0.44,22,1134.186557660121,51.55393443909641,0
10,petit,0,1,30,15,0.0,0.45,19,979.5051459297662,51.552902417356115,0
10,petit,0,1,30,16,0.01,0.56,17,853.7579544241792,50.221056142598776,1
10,petit,0,1,30,17,0.02,0.5700000000000001,17,1048.4360748145468,61.67271028320864,1
10,petit,0,1,30,18,0.02,0.5700000000000001,20,1070.969433623882,53.5484716811941,1
10,petit,0,1,30,19,0.02,0.5700000000000001,22,1327.3771158462089,60.33532344755495,1
10,petit,0,1,30,20,0.01,0.56,17,833.2577484354537,49.01516167267374,1
10,petit,0,1,30,21,0.0,0.45,14,637.2874817132929,45.52053440809235,0
10,petit,0,1,30,22,-0.01,0.44,14,615.8066436930384,43.98618883521703,0
10,petit,0,1,30,23,0.01,0.46,14,733.164805600362,52.368914685740144,0
10,petit,0,1,30,24,0.02,0.5700000000000001,22,1166.8054991686931,53.03661359857696,1
11,grand,0,0,500,1,-0.01,0.24,132,6260.152350349326,47.425396593555504,0
11,grand,0,0,500,2,-0.01,0.24,117,5956.230950052684,50.90795683805713,0
11,grand,0,0,500,3,0.0,0.35,188,10067.340546159345,53.54968375616673,1
11,grand,0,0,500,4,0.01,0.36,182,9978.66567160469,54.82783336046533,1
11,grand,0,0,500,5,0.02,0.37,187,9893.343515608889,52.90558029737374,1
11,grand,0,0,500,6,0.02,0.37,192,10747.08791923402,55.97441624601052,1
11,grand,0,0,500,7,0.02,0.37,182,10024.332198212462,55.07874834182671,1
11,grand,0,0,500,8,0.01,0.36,180,10078.641329932569,55.992451832958714,1
11,grand,0,0,500,9,0.0,0.25,135,6513.154397236138,48.24558812767509,0
11,grand,0,0,500,10,-0.01,0.24,108,5661.4440850746205,52.42077856550574,0
11,grand,0,0,500,11,0.01,0.26,116,5747.82425001803,49.55020905187957,0
11,grand,0,0,500,12,0.02,0.37,191,10521.372801102616,55.085721471741444,1
11,grand,0,0,500,13,-0.01,0.33999999999999997,152,8363.08906254038,55.020322779870924,1
11,grand,0,0,500,14,-0.01,0.24,109,5369.78368356504,49.26407049142238,0
11,grand,0,0,500,15,0.0,0.35,181,10129.557898548905,55.964408279275716,1
11,grand,0,0,500,16,0.01,0.26,121,5822.3464923639895,48.11856605259496,0
11,grand,0,0,500,17,0.02,0.37,191,10528.101903017778,55.12095237182083,1
11,grand,0,0,500,18,0.02,0.27,130,6427.29548793982,49.440734522614,0
11,grand,0,0,500,19,0.02,0.27,138,6973.459014608021,50.53231170005812,0
11,grand,0,0,500,20,0.01,0.26,125,6093.521959512865,48.74817567610292,0
11,grand,0,0,500,21,0.0,0.25,113,5617.39839395375,49.71149021198009,0
11,grand,0,0,500,22,-0.01,0.33999999999999997,162,8844.733355426282,54.59711947794001,1
11,grand,0,0,500,23,0.01,0.36,174,9353.08479280806,53.75336087820724,1
11,grand,0,0,500,24,0.02,0.37,156,8488.109911323121,54.41096097002001,1
12,moyen,0,1,150,1,-0.01,0.44,58,2917.8659372679435,50.30803340117144,0
12,moyen,0,1,150,2,-0.01,0.54,85,4457.979858442886,52.44682186403396,1
12,moyen,0,1,150,3,0.0,0.45,78,3988.5760876653917,51.13559086750502,0
12,moyen,0,1,150,4,0.01,0.46,59,3142.6319155337537,53.26494772091108,0
12,moyen,0,1,150,5,0.02,0.47000000000000003,76,3754.451456003191,49.400677052673565,0
12,moyen,0,1,150,6,0.02,0.47000000000000003,76,3748.7674550730076,49.3258875667501,0
12,moyen,0,1,150,7,0.02,0.5700000000000001,79,4484.1293357508475,56.76113083228921,1
12,moyen,0,1,150,8,0.01,0.46,65,3258.1172713857027,50.12488109824158,0
12,moyen,0,1,150,9,0.0,0.55,81,4509.589029213148,55.673938632261084,1
12,moyen,0,1,150,10,-0.01,0.44,67,3318.2929342281122,49.52676021235988,0
12,moyen,0,1,150,11,0.01,0.56,86,4532.6723186414465,52.705492077226126,1
12,moyen,0,1,150,12,0.02,0.5700000000000001,84,4433.82158780621,52.78359033102631,1
12,moyen,0,1,150,13,-0.01,0.44,67,3289.6863878081126,49.099796832956905,0
12,moyen,0,1,150,14,-0.01,0.44,67,3355.9386630173076,50.08863676145235,0
12,moyen,0,1,150,15,0.0,0.45,67,3659.871348454106,54.62494549931501,0
12,moyen,0,1,150,16,0.01,0.56,91,4930.372181880976,54.179914086604136,1
12,moyen,0,1,150,17,0.02,0.5700000000000001,93,5240.372224601508,56.34808843657535,1
12,moyen,0,1,150,18,0.02,0.47000000000000003,68,3534.075665344963,51.97170096095534,0
12,moyen,0,1,150,19,0.02,0.5700000000000001,89,5118.390983604028,57.51001105173066,1
12,moyen,0,1,150,20,0.01,0.46,76,4112.078704469565,54.106298743020595,0
12,moyen,0,1,150,21,0.0,0.45,58,2807.5445856880533,48.40594113255264,0
12,moyen,0,1,150,22,-0.01,0.54,76,4393.339416490318,57.80709758539893,1
12,moyen,0,1,150,23,0.01,0.56,86,4707.464346544057,54.73795751795415,1
12,moyen,0,1,150,24,0.02,0.5700000000000001,89,4878.216555465752,54.811421971525306,1
13,grand,0,0,500,1,-0.01,0.24,127,6796.095517133231,53.51256312703331,0
13,grand,0,0,500,2,-0.01,0.33999999999999997,176,9444.92612593197,53.66435298824983,1
13,grand,0,0,500,3,0.0,0.25,127,6099.155116902986,48.024843440180994,0
13,grand,0,0,500,4,0.01,0.36,174,9612.175688876874,55.24238901653376,1
13,grand,0,0,500,5,0.02,0.37,175,9512.562912842146,54.35750235909798,1
13,grand,0,0,500,6,0.02,0.37,184,10044.721054613576,54.59087529681291,1
13,grand,0,0,500,7,0.02,0.37,174,9487.720570279564,54.527129714250364,1
13,grand,0,0,500,8,0.01,0.26,124,6228.9959745887245,50.23383850474778,0
13,grand,0,0,500,9,0.0,0.25,112,5659.881559327529,50.53465677971008,0
13,grand,0,0,500,10,-0.01,0.24,111,5728.0241256646195,51.60382095193351,0
13,grand,0,0,500,11,0.01,0.36,194,10594.1743565517,54.609146167792275,1
