magasin_id,taille,urbain,qualite_equipe,n_potentiel,mois,effet_saison_val,p_visite,nb_visites,ventes,panier_moyen,pub,log_rev_int,posts_reseaux
1,moyen,1,1,150,15,0.0,0.65,93,4711.482866390741,50.66110609022302,0,3.447122676993108,1.4577222056899504
1,moyen,1,1,150,16,0.04,0.6900000000000001,102,5234.86282937259,51.32218460169206,0,3.5524606262619525,1.4577222056899504
1,moyen,1,1,150,17,0.08,0.73,116,5871.977733931968,50.62049770631007,0,3.6673114842855874,1.4577222056899504
1,moyen,1,1,150,18,0.08,0.73,104,5175.120626059424,49.76077525057138,0,3.540982633149118,1.4577222056899504
1,moyen,1,1,150,19,0.08,0.73,99,4943.590028836613,49.935252816531445,0,3.4952117786330303,1.4577222056899504
1,moyen,1,1,150,20,0.04,0.6900000000000001,107,5460.444159295502,51.03218840463086,0,3.5946501191904567,1.4577222056899504
1,moyen,1,1,150,21,0.0,0.65,103,5382.322167846469,52.25555502763562,0,3.5802398956455064,1.4577222056899504
1,moyen,1,1,150,22,-0.04,0.61,88,4330.741283660946,49.21296913251074,0,3.3628587093980538,1.4577222056899504
1,moyen,1,1,150,23,0.04,0.6900000000000001,101,5194.779958171281,51.433464932388915,0,3.5447742520763503,1.4577222056899504
1,moyen,1,1,150,24,0.08,0.73,105,5126.5344942796555,48.824138040758626,0,3.5315498786130526,1.4577222056899504
2,grand,0,1,500,1,-0.04,0.41000000000000003,209,11023.315647319534,52.743137068514514,0,3.0931598144681205,-0.5580027981993424
2,grand,0,1,500,2,-0.04,0.41000000000000003,181,9550.49467849817,52.765163969603144,0,2.949740132506693,-0.5580027981993424
2,grand,0,1,500,3,0.0,0.45,205,10284.12104296704,50.166444112034334,0,3.0237482399222335,-0.5580027981993424
2,grand,0,1,500,4,0.04,0.49,234,11590.886540100897,49.533703162824345,0,3.1433663267982404,-0.5580027981993424
2,grand,0,1,500,5,0.08,0.53,267,12830.513732640551,48.05435854921555,0,3.244973399901092,-0.5580027981993424
2,grand,0,1,500,6,0.08,0.53,284,14286.083447366462,50.303110730163596,0,3.3524330584744946,-0.5580027981993424
2,grand,0,1,500,7,0.08,0.53,257,12904.03097709843,50.21023726497443,0,3.2506869219610652,-0.5580027981993424
2,grand,0,1,500,8,0.04,0.49,236,11817.786242026883,50.0753654323173,0,3.1627528858284686,-0.5580027981993424
2,grand,0,1,500,9,0.0,0.45,212,10484.864345583695,49.45690729048913,0,3.043079906879126,-0.5580027981993424
2,grand,0,1,500,10,-0.04,0.41000000000000003,215,10265.532696016659,47.74666370240306,0,3.0219391240844384,-0.5580027981993424
2,grand,0,1,500,11,0.04,0.49,227,11261.885619224511,49.61183092169388,0,3.1145712509941887,-0.5580027981993424
2,grand,0,1,500,12,0.08,0.53,256,12550.366958783094,49.02487093274646,0,3.2228970854539383,-0.5580027981993424
2,grand,0,1,500,13,-0.04,0.41000000000000003,202,10382.519595133228,51.39861185709519,0,3.033270764404146,-0.5580027981993424
2,grand,0,1,500,14,-0.04,0.41000000000000003,200,9933.982618650232,49.66991309325116,0,2.9891086475606894,-0.5580027981993424
2,grand,0,1,500,15,0.0,0.45,209,10376.363328058495,49.6476714261172,0,3.0326776431578835,-0.5580027981993424
2,grand,0,1,500,16,0.04,0.49,243,11883.858173079925,48.90476614436183,0,3.1683282038144314,-0.5580027981993424
2,grand,0,1,500,17,0.08,0.53,273,13677.829343889001,50.1019389886044,0,3.308923406472023,-0.5580027981993424
2,grand,0,1,500,18,0.08,0.53,251,12529.432523121412,49.91805786104148,0,3.2212276589867304,-0.5580027981993424
2,grand,0,1,500,19,0.08,0.53,264,13429.539883643496,50.869469256225365,0,3.2906039301689147,-0.5580027981993424
2,grand,0,1,500,20,0.04,0.49,252,12747.050280210018,50.583532857976266,0,3.2384470748269454,-0.5580027981993424
2,grand,0,1,500,21,0.0,0.45,235,11766.49619093235,50.07019655715894,0,3.158403367703388,-0.5580027981993424
2,grand,0,1,500,22,-0.04,0.41000000000000003,196,9741.052048197818,49.69924514386642,0,2.969496305543381,-0.5580027981993424
2,grand,0,1,500,23,0.04,0.49,262,13134.347067992097,50.13109567935915,0,3.2683778931350695,-0.5580027981993424
2,grand,0,1,500,24,0.08,0.53,272,13596.201511112104,49.98603496732391,0,3.302937633636738,-0.5580027981993424
3,moyen,1,0,150,1,-0.04,0.41000000000000003,63,3082.4387593227416,48.92759935432923,0,3.0228410735340985,0.14304362500719178
3,moyen,1,0,150,2,-0.04,0.41000000000000003,62,3214.5748969182678,51.847982208359156,0,3.064815108924199,0.14304362500719178
3,moyen,1,0,150,3,0.0,0.45,67,3185.984496933573,47.552007416919004,0,3.0558813303649037,0.14304362500719178
3,moyen,1,0,150,4,0.04,0.49,76,3918.7202697950916,51.56210881309331,0,3.2628851236010363,0.14304362500719178
3,moyen,1,0,150,5,0.08,0.53,82,4315.571344218004,52.62891883192688,0,3.359349709513005,0.14304362500719178
3,moyen,1,0,150,6,0.08,0.53,82,4047.68384008427,49.36199804980817,0,3.295264811074887,0.14304362500719178
3,moyen,1,0,150,7,0.08,0.53,93,4627.4455223235755,49.7574787346621,0,3.4291249776885984,0.14304362500719178
3,moyen,1,0,150,8,0.04,0.49,65,3135.7893671580605,48.24291334089324,0,3.0400009190334982,0.14304362500719178
3,moyen,1,0,150,9,0.0,0.45,81,3832.8497079552117,47.319132196977925,0,3.2407285604856186,0.14304362500719178
3,moyen,1,0,150,10,-0.04,0.41000000000000003,63,3126.7231367547324,49.63052598023385,0,3.0371055198685672,0.14304362500719178
3,moyen,1,0,150,11,0.04,0.49,80,4039.0558582714166,50.488198228392704,0,3.2931309510995335,0.14304362500719178
3,moyen,1,0,150,12,0.08,0.53,86,4472.290315921531,52.00337576652943,0,3.3950206372186633,0.14304362500719178
3,moyen,1,0,150,13,-0.04,0.41000000000000003,53,2681.4044333217375,50.59253647776863,0,2.883460684430671,0.14304362500719178
3,moyen,1,0,150,14,-0.04,0.41000000000000003,58,2943.1008990529003,50.74311894918794,0,2.9765837379711644,0.14304362500719178
3,moyen,1,0,150,15,0.0,0.45,71,3519.010742045878,49.56353157811096,0,3.1552998958054608,0.14304362500719178
3,moyen,1,0,150,16,0.04,0.49,75,3738.8997389534775,49.851996519379696,0,3.215911365585112,0.14304362500719178
3,moyen,1,0,150,17,0.08,0.53,80,3999.6395123056463,49.99549390382058,0,3.283324220020959,0.14304362500719178
3,moyen,1,0,150,18,0.08,0.53,90,4351.612328181567,48.3512480909063,0,3.3676664114693557,0.14304362500719178
3,moyen,1,0,150,19,0.08,0.53,81,3935.7420214222916,48.589407671880146,0,3.2672194185899976,0.14304362500719178
3,moyen,1,0,150,20,0.04,0.49,76,3849.2434965747357,50.647940744404416,0,3.2449966194818485,0.14304362500719178
3,moyen,1,0,150,21,0.0,0.45,61,3266.209910218732,53.54442475768413,0,3.080750248715666,0.14304362500719178
3,moyen,1,0,150,22,-0.04,0.41000000000000003,71,3550.605290313808,50.008525215687435,0,3.164238078152746,0.14304362500719178
3,moyen,1,0,150,23,0.04,0.49,84,4343.443892574956,51.7076653877971,0,3.365787541959554,0.14304362500719178
3,moyen,1,0,150,24,0.08,0.53,74,3674.0270653809193,49.64901439703945,0,3.1984083383857365,0.14304362500719178
4,petit,0,1,30,1,-0.04,0.41000000000000003,9,524.436493768355,58.27072152981722,0,2.8611269592788506,1.524708490634735
4,petit,0,1,30,2,-0.04,0.41000000000000003,17,834.6208251823068,49.09534265778275,0,3.325780138475279,1.524708490634735
4,petit,0,1,30,3,0.0,0.45,14,799.8760888586393,57.13400634704566,0,3.2832594450825425,1.524708490634735
4,petit,0,1,30,4,0.04,0.49,18,832.3377884815717,46.24098824897621,0,3.3230409725361905,1.524708490634735
4,petit,0,1,30,5,0.08,0.53,13,635.1280266417373,48.856002049364406,0,3.0526292136672506,1.524708490634735
4,petit,0,1,30,6,0.08,0.53,19,903.3013614120124,47.5421769164217,0,3.40485884964629,1.524708490634735
4,petit,0,1,30,7,0.08,0.53,16,755.1367785803316,47.19604866127072,0,3.2257015148612695,1.524708490634735
4,petit,0,1,30,8,0.04,0.49,14,745.4891963771682,53.24922831265487,0,3.2128432606565016,1.524708490634735
4,petit,0,1,30,9,0.0,0.45,11,628.824655471165,57.16587777010591,0,3.042655069039042,1.524708490634735
4,petit,0,1,30,10,-0.04,0.41000000000000003,11,497.4052179748275,45.21865617952977,0,2.8082076401523803,1.524708490634735
4,petit,0,1,30,11,0.04,0.49,13,575.3692440916014,44.25917262243088,0,2.953814616673922,1.524708490634735
4,petit,0,1,30,12,0.08,0.53,12,599.2621847163922,49.93851539303268,0,2.99450182472287,1.524708490634735
4,petit,0,1,30,13,-0.04,0.41000000000000003,12,661.3117661739648,55.1093138478304,0,3.0930280053506722,1.524708490634735
4,petit,0,1,30,14,-0.04,0.41000000000000003,13,708.0481153694601,54.46523964380462,0,3.1613146692838026,1.524708490634735
4,petit,0,1,30,15,0.0,0.45,18,993.2284612185491,55.179358956586064,0,3.499763327641171,1.524708490634735
4,petit,0,1,30,16,0.04,0.49,13,644.6091770919195,49.585321314763036,0,3.067446824496398,1.524708490634735
4,petit,0,1,30,17,0.08,0.53,15,836.1849513346024,55.745663422306826,0,3.327652440607821,1.524708490634735
4,petit,0,1,30,18,0.08,0.53,12,584.4345804559983,48.70288170466653,0,2.9694474690441823,1.524708490634735
4,petit,0,1,30,19,0.08,0.53,15,718.0606235783561,47.87070823855707,0,3.1753566177748653,1.524708490634735
4,petit,0,1,30,20,0.04,0.49,13,730.027207003806,56.15593900029277,0,3.1918844216540045,1.524708490634735
4,petit,0,1,30,21,0.0,0.45,13,623.0307406771283,47.92544159054833,0,3.033398478888917,1.524708490634735
4,petit,0,1,30,22,-0.04,0.41000000000000003,14,641.932190321005,45.85229930864322,0,3.0632852938963993,1.524708490634735
4,petit,0,1,30,23,0.04,0.49,18,880.1772679212248,48.898737106734714,0,3.378925946343193,1.524708490634735
4,petit,0,1,30,24,0.08,0.53,17,837.5115417882763,49.26538481107508,0,3.329237663181839,1.524708490634735
5,grand,1,1,500,1,-0.04,0.71,355,19320.858913707627,54.42495468650036,1,3.6543324655873675,24.870233464473745
5,grand,1,1,500,2,-0.04,0.71,342,18764.268164138786,54.86628118169236,1,3.6251016123405133,24.870233464473745
5,grand,1,1,500,3,0.0,0.75,381,20431.159682464895,53.62509103009159,1,3.7102083514820947,24.870233464473745
5,grand,1,1,500,4,0.04,0.79,386,21572.16855096195,55.886447023217485,1,3.764551171418176,24.870233464473745
5,grand,1,1,500,5,0.08,0.83,413,22594.134161955873,54.707346639118335,1,3.8108375027932277,24.870233464473745
5,grand,1,1,500,6,0.08,0.83,418,22726.345349542506,54.369247247709346,1,3.8166720201711604,24.870233464473745
5,grand,1,1,500,7,0.08,0.83,408,22546.821917766676,55.26181842589872,1,3.808741301665806,24.870233464473745
5,grand,1,1,500,8,0.04,0.79,398,22237.427002423887,55.87293216689419,1,3.7949239509123966,24.870233464473745
5,grand,1,1,500,9,0.0,0.75,372,20570.40010394766,55.29677447297758,1,3.717000334883855,24.870233464473745
5,grand,1,1,500,10,-0.04,0.71,353,19737.535689322758,55.91369883660838,1,3.6756693683388173,24.870233464473745
5,grand,1,1,500,11,0.04,0.79,395,21254.482147983337,53.80881556451478,1,3.7497149782998833,24.870233464473745
5,grand,1,1,500,12,0.08,0.83,406,22256.221086024983,54.81827853700735,1,3.795768749463484,24.870233464473745
5,grand,1,1,500,13,-0.04,0.71,361,19560.070268913165,54.18302013549353,1,3.6666374376403867,24.870233464473745
5,grand,1,1,500,14,-0.04,0.71,345,18725.334889669488,54.276333013534746,1,3.6230245944318447,24.870233464473745
5,grand,1,1,500,15,0.0,0.75,369,20562.362243956,55.724558926710024,1,3.716609509681016,24.870233464473745
5,grand,1,1,500,16,0.04,0.79,394,21320.7477409203,54.113572946498216,1,3.752827851518383,24.870233464473745
5,grand,1,1,500,17,0.08,0.83,422,23289.419326687886,55.18819745660637,1,3.841146331843443,24.870233464473745
5,grand,1,1,500,18,0.08,0.83,412,22948.581977072077,55.70044169192252,1,3.826403327666161,24.870233464473745
5,grand,1,1,500,19,0.08,0.83,401,22009.41011280193,54.886309508234234,1,3.7846172748669225,24.870233464473745
5,grand,1,1,500,20,0.04,0.79,380,20579.89351573683,54.15761451509692,1,3.7174617367900153,24.870233464473745
5,grand,1,1,500,21,0.0,0.75,377,20600.318422109158,54.642754435302805,1,3.7184537136199562,24.870233464473745
5,grand,1,1,500,22,-0.04,0.71,349,19159.466517119625,54.89818486280695,1,3.645944109140888,24.870233464473745
5,grand,1,1,500,23,0.04,0.79,384,21004.125374148425,54.69824316184486,1,3.7378660453783237,24.870233464473745
5,grand,1,1,500,24,0.08,0.83,410,22389.633640997643,54.60886253901864,1,3.8017452484193948,24.870233464473745
6,moyen,0,0,150,1,-0.04,0.21,28,1526.7325584388761,54.52616280138843,0,2.3202498539619576,-0.19782701475249131
6,moyen,0,0,150,2,-0.04,0.21,31,1393.6592181497067,44.956748972571184,0,2.229052804030948,-0.19782701475249131
6,moyen,0,0,150,3,0.0,0.25,40,2217.395810085212,55.434895252130296,0,2.693453433678206,-0.19782701475249131
6,moyen,0,0,150,4,0.04,0.29,45,2112.3190766603493,46.94042392578554,0,2.6449064172829506,-0.19782701475249131
6,moyen,0,0,150,5,0.08,0.33,47,2269.304764500031,48.28308009574534,0,2.7165934983232463,-0.19782701475249131
6,moyen,0,0,150,6,0.08,0.33,47,2302.124070618153,48.98136320464155,0,2.7309521906133583,-0.19782701475249131
6,moyen,0,0,150,7,0.08,0.33,47,2262.9996263278176,48.1489282197408,0,2.7138111864147834,-0.19782701475249131
6,moyen,0,0,150,8,0.04,0.29,51,2796.8609546185717,54.84041087487395,0,2.925617685542001,-0.19782701475249131
6,moyen,0,0,150,9,0.0,0.25,50,2484.7428503808674,49.694857007617344,0,2.8072891583479276,-0.19782701475249131
6,moyen,0,0,150,10,-0.04,0.21,40,2064.57891159987,51.61447278999675,0,2.62204627360421,-0.19782701475249131
6,moyen,0,0,150,11,0.04,0.29,45,2198.924577885168,48.86499061967041,0,2.685088397500666,-0.19782701475249131
6,moyen,0,0,150,12,0.08,0.33,53,2858.4294131367865,53.93263043654314,0,2.9473923026302464,-0.19782701475249131
6,moyen,0,0,150,13,-0.04,0.21,28,1447.9990965713685,51.714253448977445,0,2.2673026549344106,-0.19782701475249131
6,moyen,0,0,150,14,-0.04,0.21,29,1480.2401917529448,51.04276523286017,0,2.2893243512189905,-0.19782701475249131
6,moyen,0,0,150,15,0.0,0.25,45,2210.550995759113,49.12335546131362,0,2.690361788688654,-0.19782701475249131
6,moyen,0,0,150,16,0.04,0.29,44,2092.0037910588017,47.545540705881855,0,2.635242343256515,-0.19782701475249131
6,moyen,0,0,150,17,0.08,0.33,41,2017.7121544086324,49.212491570942255,0,2.5990842575990976,-0.19782701475249131
6,moyen,0,0,150,18,0.08,0.33,53,2429.187681358384,45.83372983695064,0,2.784676898844977,-0.19782701475249131
6,moyen,0,0,150,19,0.08,0.33,45,2397.291688684144,53.27314863742542,0,2.771459621997671,-0.19782701475249131
6,moyen,0,0,150,20,0.04,0.29,47,2455.8346293813447,52.251800625135,0,2.795586659590003,-0.19782701475249131
6,moyen,0,0,150,21,0.0,0.25,42,2173.3148899870625,51.745592618739586,0,2.6733735859180534,-0.19782701475249131
6,moyen,0,0,150,22,-0.04,0.21,28,1420.7274166940792,50.7402648819314,0,2.2482889906135055,-0.19782701475249131
6,moyen,0,0,150,23,0.04,0.29,49,2559.724041649875,52.239266156119896,0,2.8370194413364036,-0.19782701475249131
6,moyen,0,0,150,24,0.08,0.33,48,2345.618780686871,48.86705793097648,0,2.7496692243370746,-0.19782701475249131
7,moyen,0,1,150,1,-0.04,0.41000000000000003,65,3357.7961386821758,51.65840213357193,0,3.108404832550701,0.4500600184938036
7,moyen,0,1,150,2,-0.04,0.41000000000000003,66,3390.0412047628142,51.36426067822446,0,3.1179620610016614,0.4500600184938036
7,moyen,0,1,150,3,0.0,0.45,75,3899.381581523953,51.991754420319374,0,3.257937956608102,0.4500600184938036
7,moyen,0,1,150,4,0.04,0.49,72,3647.9789288653315,50.666374012018494,0,3.1912932810027024,0.4500600184938036
7,moyen,0,1,150,5,0.08,0.53,89,4469.540130156689,50.21955202423246,0,3.3944055090593577,0.4500600184938036
7,moyen,0,1,150,6,0.08,0.53,82,3839.1515939357346,46.818921877265055,0,3.242371387995647,0.4500600184938036
7,moyen,0,1,150,7,0.08,0.53,72,3639.566292260987,50.54953183695815,0,3.1889845089577977,0.4500600184938036
7,moyen,0,1,150,8,0.04,0.49,86,4129.193085926365,48.01387309216703,0,3.3152019940595925,0.4500600184938036
7,moyen,0,1,150,9,0.0,0.45,70,3324.342194030523,47.490602771864616,0,3.0983918030397026,0.4500600184938036
7,moyen,0,1,150,10,-0.04,0.41000000000000003,65,3179.663640605292,48.91790216315834,0,3.0538954026890046,0.4500600184938036
7,moyen,0,1,150,11,0.04,0.49,72,3592.492256438022,49.89572578386142,0,3.1759661683745795,0.4500600184938036
7,moyen,0,1,150,12,0.08,0.53,80,4127.735872336276,51.59669840420345,0,3.314849026603391,0.4500600184938036
7,moyen,0,1,150,13,-0.04,0.41000000000000003,58,2974.572456527136,51.285732009088555,0,2.987220301464183,0.4500600184938036
7,moyen,0,1,150,14,-0.04,0.41000000000000003,57,2640.2892206505085,46.32086352018436,0,2.8680084493202918,0.4500600184938036
7,moyen,0,1,150,15,0.0,0.45,62,3086.337399419004,49.77963547450007,0,3.02410506513146,0.4500600184938036
7,moyen,0,1,150,16,0.04,0.49,68,3292.2888344700477,48.41601227161835,0,3.088703002147809,0.4500600184938036
7,moyen,0,1,150,17,0.08,0.53,82,4338.185674265417,52.90470334470021,0,3.364576198187736,0.4500600184938036
7,moyen,0,1,150,18,0.08,0.53,82,4193.851677756464,51.14453265556663,0,3.330739551398435,0.4500600184938036
7,moyen,0,1,150,19,0.08,0.53,91,4374.3229309054295,48.06948275720252,0,3.372871734068916,0.4500600184938036
7,moyen,0,1,150,20,0.04,0.49,78,3931.0389685041796,50.39793549364333,0,3.266023744403964,0.4500600184938036
7,moyen,0,1,150,21,0.0,0.45,66,3539.446586112192,53.627978577457455,0,3.1610903682037796,0.4500600184938036
7,moyen,0,1,150,22,-0.04,0.41000000000000003,63,3148.848538958977,49.98172284061868,0,3.0441568277085995,0.4500600184938036
7,moyen,0,1,150,23,0.04,0.49,71,3470.875499407701,48.885570414192976,0,3.1415268523258315,0.4500600184938036
7,moyen,0,1,150,24,0.08,0.53,88,4128.064025123001,46.90981846730683,0,3.3149285229068317,0.4500600184938036
8,petit,1,1,30,1,-0.04,0.71,21,1198.181929697579,57.056282366551386,1,3.687363246666785,2.9332827371732293
8,petit,1,1,30,2,-0.04,0.71,16,825.3030769598853,51.58144230999283,1,3.3145533032221364,2.9332827371732293
8,petit,1,1,30,3,0.0,0.75,20,1055.3779084321852,52.76889542160926,1,3.56045680715191,2.9332827371732293
8,petit,1,1,30,4,0.04,0.79,23,1276.7423848593558,55.5105384721459,1,3.7508697193750127,2.9332827371732293
8,petit,1,1,30,5,0.08,0.83,29,1668.7172412474777,57.54197383611992,1,4.018613109580597,2.9332827371732293
8,petit,1,1,30,6,0.08,0.83,24,1358.266760038008,56.594448334917,1,3.8127673431286557,2.9332827371732293
8,petit,1,1,30,7,0.08,0.83,27,1531.7892328894825,56.732934551462314,1,3.932994382730978,2.9332827371732293
8,petit,1,1,30,8,0.04,0.79,25,1324.3575059291588,52.974300237166354,1,3.787485337970028,2.9332827371732293
8,petit,1,1,30,9,0.0,0.75,20,1142.9861662475632,57.14930831237816,1,3.6402021790389085,2.9332827371732293
8,petit,1,1,30,10,-0.04,0.71,18,949.2924291559875,52.73846828644375,1,3.4545195140078557,2.9332827371732293
8,petit,1,1,30,11,0.04,0.79,26,1434.2719145709877,55.16430440657645,1,3.867215241166918,2.9332827371732293
8,petit,1,1,30,12,0.08,0.83,24,1537.9264286965922,64.08026786235801,1,3.936992931561346,2.9332827371732293
8,petit,1,1,30,13,-0.04,0.71,21,1175.8584287376343,55.99325851131592,1,3.668556355823213,2.9332827371732293
8,petit,1,1,30,14,-0.04,0.71,20,1134.5163082381982,56.72581541190991,1,3.632764297278751,2.9332827371732293
8,petit,1,1,30,15,0.0,0.75,24,1165.4687040389629,48.56119600162345,1,3.659681224491714,2.9332827371732293
8,petit,1,1,30,16,0.04,0.79,23,1134.3419987734821,49.319217337977484,1,3.6326106433775616,2.9332827371732293
8,petit,1,1,30,17,0.08,0.83,26,1428.3931833711476,54.938199360428754,1,3.8631080618338887,2.9332827371732293
8,petit,1,1,30,18,0.08,0.83,25,1309.4501286366658,52.37800514546663,1,3.776165197281399,2.9332827371732293
8,petit,1,1,30,19,0.08,0.83,30,1636.9541621353283,54.56513873784427,1,3.9993951941778616,2.9332827371732293
8,petit,1,1,30,20,0.04,0.79,24,1370.0693071884355,57.08622113285148,1,3.8214192250690644,2.9332827371732293
8,petit,1,1,30,21,0.0,0.75,25,1329.2015260064268,53.16806104025707,1,3.791136302881443,2.9332827371732293
8,petit,1,1,30,22,-0.04,0.71,18,962.0563134244799,53.44757296802666,1,3.4678756051535617,2.9332827371732293
8,petit,1,1,30,23,0.04,0.79,24,1316.2540631371749,54.843919297382286,1,3.781347768685102,2.9332827371732293
8,petit,1,1,30,24,0.08,0.83,26,1283.0819177819083,49.3493045300734,1,3.7558228295371525,2.9332827371732293
9,moyen,0,1,150,1,-0.04,0.41000000000000003,64,3139.3276259517374,49.0519941554959,0,3.0411286300140388,-0.974059808870175
9,moyen,0,1,150,2,-0.04,0.41000000000000003,70,3540.6041437235303,50.580059196050435,0,3.1614173595392443,-0.974059808870175
9,moyen,0,1,150,3,0.0,0.45,66,3266.6513097729603,49.49471681474182,0,3.0808853807933376,-0.974059808870175
9,moyen,0,1,150,4,0.04,0.49,77,3801.70228461753,49.37275694308481,0,3.2325689209459716,-0.974059808870175
9,moyen,0,1,150,5,0.08,0.53,79,3738.1445817131607,47.31828584447039,0,3.21570937206722,-0.974059808870175
9,moyen,0,1,150,6,0.08,0.53,89,4736.757353805206,53.22199273938433,0,3.452472783915186,-0.974059808870175
9,moyen,0,1,150,7,0.08,0.53,80,3873.843869207401,48.42304836509251,0,3.251367246840512,-0.974059808870175
9,moyen,0,1,150,8,0.04,0.49,56,2696.2592842775634,48.1474872192422,0,2.888985347005007,-0.974059808870175
9,moyen,0,1,150,9,0.0,0.45,63,3053.8074196927805,48.47313364591715,0,3.0135091313092452,-0.974059808870175
9,moyen,0,1,150,10,-0.04,0.41000000000000003,68,3402.4836275095554,50.03652393396405,0,3.121625628517584,-0.974059808870175
9,moyen,0,1,150,11,0.04,0.49,74,3901.5391633414124,52.723502207316386,0,3.2584911174318156,-0.974059808870175
9,moyen,0,1,150,12,0.08,0.53,70,3533.645579738483,50.480651139121186,0,3.15945006505535,-0.974059808870175
9,moyen,0,1,150,13,-0.04,0.41000000000000003,61,2994.218470561375,49.08554869772746,0,2.9938032376805537,-0.974059808870175
