magasin_id,taille,urbain,qualite_equipe,n_potentiel,mois,effet_saison_val,p_visite,nb_visites,ventes,panier_moyen,ventes_par_m2
4,petit,0,1,30,8,0.04,0.49,15,866.1533227734619,57.74355485156413,28.871777425782064
4,petit,0,1,30,9,0.0,0.45,15,796.6017281615204,53.1067818774347,26.55339093871735
4,petit,0,1,30,10,-0.04,0.41000000000000003,13,609.4618902751799,46.881683867321534,20.315396342506
4,petit,0,1,30,11,0.04,0.49,16,715.9938633069407,44.749616456683796,23.866462110231357
4,petit,0,1,30,12,0.08,0.53,17,885.0569943222374,52.062176136602204,29.501899810741246
4,petit,0,1,30,13,-0.04,0.41000000000000003,10,497.3498944803852,49.73498944803852,16.57832981601284
4,petit,0,1,30,14,-0.04,0.41000000000000003,11,478.9112237743201,43.53738397948364,15.963707459144002
4,petit,0,1,30,15,0.0,0.45,11,571.321892530036,51.93835386636692,19.044063084334535
4,petit,0,1,30,16,0.04,0.49,18,882.8792163558327,49.04884535310182,29.42930721186109
4,petit,0,1,30,17,0.08,0.53,17,882.8198130964043,51.930577240964965,29.42732710321348
4,petit,0,1,30,18,0.08,0.53,15,775.6627874163291,51.71085249442194,25.85542624721097
4,petit,0,1,30,19,0.08,0.53,14,665.861266460225,47.561519032873214,22.195375548674168
4,petit,0,1,30,20,0.04,0.49,17,889.1392871251019,52.30231100735893,29.637976237503395
4,petit,0,1,30,21,0.0,0.45,13,623.071665413686,47.928589647206614,20.76905551378953
4,petit,0,1,30,22,-0.04,0.41000000000000003,12,577.5067980592491,48.12556650493743,19.250226601974973
4,petit,0,1,30,23,0.04,0.49,22,1062.5513870881955,48.29779032219071,35.418379569606515
4,petit,0,1,30,24,0.08,0.53,15,815.7036768582022,54.38024512388015,27.190122561940075
5,grand,1,1,500,1,-0.04,0.61,304,15126.62079884739,49.7586210488401,30.25324159769478
5,grand,1,1,500,2,-0.04,0.61,288,14749.366996717277,51.21307984971277,29.498733993434556
5,grand,1,1,500,3,0.0,0.65,317,16326.31068009953,51.502557350471704,32.65262136019906
5,grand,1,1,500,4,0.04,0.6900000000000001,363,17938.88265220337,49.418409510202125,35.87776530440674
5,grand,1,1,500,5,0.08,0.73,363,17315.213471535255,47.70031259376103,34.63042694307051
5,grand,1,1,500,6,0.08,0.73,358,18196.445720126085,50.828060670743255,36.39289144025217
5,grand,1,1,500,7,0.08,0.73,360,17902.673091771536,49.72964747714315,35.80534618354307
5,grand,1,1,500,8,0.04,0.6900000000000001,336,16561.838111752822,49.29118485640721,33.12367622350565
5,grand,1,1,500,9,0.0,0.65,329,16289.824310973463,49.51314380235095,32.57964862194692
5,grand,1,1,500,10,-0.04,0.61,318,15789.042148846265,49.65107593976813,31.57808429769253
5,grand,1,1,500,11,0.04,0.6900000000000001,344,17560.8902151426,51.04909946262384,35.1217804302852
5,grand,1,1,500,12,0.08,0.73,360,18045.511536573325,50.1264209349259,36.09102307314665
5,grand,1,1,500,13,-0.04,0.61,307,15687.356973382957,51.09888264945589,31.374713946765915
5,grand,1,1,500,14,-0.04,0.61,293,14776.895286442423,50.433089714820554,29.553790572884846
5,grand,1,1,500,15,0.0,0.65,318,15817.28439393059,49.73988803122827,31.63456878786118
5,grand,1,1,500,16,0.04,0.6900000000000001,343,17041.557251371687,49.68384038300783,34.08311450274337
5,grand,1,1,500,17,0.08,0.73,363,18310.501256895142,50.44215222285163,36.62100251379029
5,grand,1,1,500,18,0.08,0.73,366,18535.43499710632,50.64326501941618,37.07086999421264
5,grand,1,1,500,19,0.08,0.73,373,18938.768965818763,50.77417953302617,37.87753793163753
5,grand,1,1,500,20,0.04,0.6900000000000001,352,17526.396538666548,49.79089925757542,35.05279307733309
5,grand,1,1,500,21,0.0,0.65,333,16697.95810282917,50.14401832681432,33.39591620565834
5,grand,1,1,500,22,-0.04,0.61,315,15905.48533459689,50.49360423681552,31.81097066919378
5,grand,1,1,500,23,0.04,0.6900000000000001,346,17192.867564958324,49.69036868485065,34.38573512991665
5,grand,1,1,500,24,0.08,0.73,360,17676.99040369273,49.10275112136869,35.35398080738546
6,moyen,0,0,150,1,-0.04,0.21,29,1384.871461398774,47.75418832409566,9.23247640932516
6,moyen,0,0,150,2,-0.04,0.21,32,1579.5474644881622,49.36085826525507,10.530316429921081
6,moyen,0,0,150,3,0.0,0.25,30,1554.4058681837885,51.813528939459616,10.362705787891922
6,moyen,0,0,150,4,0.04,0.29,40,2119.437092267072,52.9859273066768,14.129580615113813
6,moyen,0,0,150,5,0.08,0.33,57,2696.4310213146387,47.30580739148489,17.976206808764257
6,moyen,0,0,150,6,0.08,0.33,56,2732.948188485289,48.80264622295159,18.219654589901925
6,moyen,0,0,150,7,0.08,0.33,50,2462.0429502391335,49.24085900478267,16.41361966826089
6,moyen,0,0,150,8,0.04,0.29,49,2533.4452883921977,51.702965069228526,16.889635255947983
6,moyen,0,0,150,9,0.0,0.25,35,1703.1348390751928,48.660995402148366,11.354232260501284
6,moyen,0,0,150,10,-0.04,0.21,30,1464.6938859689856,48.82312953229952,9.764625906459903
6,moyen,0,0,150,11,0.04,0.29,48,2253.261426987942,46.94294639558212,15.021742846586278
6,moyen,0,0,150,12,0.08,0.33,50,2551.273088679982,51.02546177359964,17.008487257866545
6,moyen,0,0,150,13,-0.04,0.21,35,1735.677252966525,49.59077865618643,11.5711816864435
6,moyen,0,0,150,14,-0.04,0.21,31,1495.3764704383202,48.23795065930065,9.9691764695888
6,moyen,0,0,150,15,0.0,0.25,32,1577.9795726993348,49.31186164685421,10.519863817995565
6,moyen,0,0,150,16,0.04,0.29,39,2055.571269806471,52.706955636063356,13.703808465376472
6,moyen,0,0,150,17,0.08,0.33,49,2344.4868746264165,47.84667091074319,15.629912497509443
6,moyen,0,0,150,18,0.08,0.33,58,2803.8516682572485,48.34227014236635,18.692344455048325
6,moyen,0,0,150,19,0.08,0.33,47,2478.775153784967,52.73989688904185,16.52516769189978
6,moyen,0,0,150,20,0.04,0.29,45,2257.6246949895085,50.169437666433524,15.050831299930056
6,moyen,0,0,150,21,0.0,0.25,30,1555.025914012592,51.834197133753065,10.366839426750614
6,moyen,0,0,150,22,-0.04,0.21,26,1330.7281124311326,51.18185047812048,8.871520749540883
6,moyen,0,0,150,23,0.04,0.29,45,2246.4445292602295,49.92098953911621,14.976296861734863
6,moyen,0,0,150,24,0.08,0.33,43,2115.740749071722,49.20327323422609,14.104938327144813
7,moyen,0,1,150,1,-0.04,0.41000000000000003,63,3249.0043077695777,51.57149694872346,21.660028718463852
7,moyen,0,1,150,2,-0.04,0.41000000000000003,61,3186.1720820306227,52.232329213616765,21.241147213537484
7,moyen,0,1,150,3,0.0,0.45,70,3636.0645576773636,51.94377939539091,24.240430384515758
7,moyen,0,1,150,4,0.04,0.49,65,3106.6363320435375,47.79440510836211,20.71090888029025
7,moyen,0,1,150,5,0.08,0.53,80,4175.072184429302,52.188402305366274,27.833814562862013
7,moyen,0,1,150,6,0.08,0.53,77,3802.886963371353,49.388142381446144,25.35257975580902
7,moyen,0,1,150,7,0.08,0.53,75,3651.9187859817835,48.692250479757114,24.346125239878557
7,moyen,0,1,150,8,0.04,0.49,75,3728.003686955129,49.70671582606839,24.853357913034195
7,moyen,0,1,150,9,0.0,0.45,80,4111.507580754952,51.3938447594369,27.410050538366345
7,moyen,0,1,150,10,-0.04,0.41000000000000003,61,3113.317403272165,51.03799021757647,20.755449355147768
7,moyen,0,1,150,11,0.04,0.49,80,3965.736317353846,49.571703966923074,26.438242115692308
7,moyen,0,1,150,12,0.08,0.53,84,4315.1600172614735,51.370952586446116,28.767733448409825
7,moyen,0,1,150,13,-0.04,0.41000000000000003,58,2915.9771967427732,50.27546890935816,19.439847978285155
7,moyen,0,1,150,14,-0.04,0.41000000000000003,65,3180.708345436018,48.93397454516951,21.204722302906788
7,moyen,0,1,150,15,0.0,0.45,71,3460.5098299164765,48.73957506924615,23.07006553277651
7,moyen,0,1,150,16,0.04,0.49,71,3601.850503619084,50.73028878336738,24.012336690793894
7,moyen,0,1,150,17,0.08,0.53,73,3639.4245223420457,49.85513044304172,24.26283014894697
7,moyen,0,1,150,18,0.08,0.53,84,4010.899305470405,47.748801255600064,26.739328703136035
7,moyen,0,1,150,19,0.08,0.53,68,3504.7880895364456,51.54100131671243,23.36525393024297
7,moyen,0,1,150,20,0.04,0.49,83,4084.367293779934,49.209244503372695,27.229115291866226
7,moyen,0,1,150,21,0.0,0.45,69,3648.377085909067,52.87503023056619,24.322513906060447
7,moyen,0,1,150,22,-0.04,0.41000000000000003,61,2885.6344688471772,47.305483095855365,19.23756312564785
7,moyen,0,1,150,23,0.04,0.49,73,3626.84037613449,49.68274487855466,24.1789358408966
7,moyen,0,1,150,24,0.08,0.53,87,4252.065642127979,48.874317725608954,28.347104280853195
8,petit,1,1,30,1,-0.04,0.61,18,837.9244909187199,46.55136060659555,27.93081636395733
8,petit,1,1,30,2,-0.04,0.61,18,869.0208284845343,48.27893491580746,28.967360949484476
8,petit,1,1,30,3,0.0,0.65,22,1224.5704732588993,55.662294239040875,40.81901577529664
8,petit,1,1,30,4,0.04,0.6900000000000001,22,1110.086985578442,50.45849934447463,37.0028995192814
8,petit,1,1,30,5,0.08,0.73,24,1141.8215783906014,47.57589909960839,38.060719279686715
8,petit,1,1,30,6,0.08,0.73,19,830.4379033107773,43.70725806898828,27.681263443692576
8,petit,1,1,30,7,0.08,0.73,21,931.6758874934969,44.365518452071285,31.055862916449897
8,petit,1,1,30,8,0.04,0.6900000000000001,19,914.924170517785,48.15390371146237,30.497472350592833
8,petit,1,1,30,9,0.0,0.65,21,1006.4411526855092,47.92576917550044,33.548038422850304
8,petit,1,1,30,10,-0.04,0.61,19,935.3507841994244,49.22898864207497,31.17835947331415
8,petit,1,1,30,11,0.04,0.6900000000000001,21,893.8131861247541,42.56253267260734,29.793772870825137
8,petit,1,1,30,12,0.08,0.73,20,993.8498116357102,49.69249058178551,33.12832705452367
8,petit,1,1,30,13,-0.04,0.61,16,861.6637865088264,53.85398665680165,28.72212621696088
8,petit,1,1,30,14,-0.04,0.61,20,1108.8635003739068,55.44317501869534,36.962116679130226
8,petit,1,1,30,15,0.0,0.65,15,639.9426242824519,42.66284161883013,21.331420809415064
8,petit,1,1,30,16,0.04,0.6900000000000001,24,1141.1098996890894,47.54624582037872,38.03699665630298
8,petit,1,1,30,17,0.08,0.73,19,894.1472138879215,47.060379678311655,29.80490712959738
8,petit,1,1,30,18,0.08,0.73,25,1260.9291070644238,50.43716428257695,42.030970235480794
8,petit,1,1,30,19,0.08,0.73,23,1062.2526512093373,46.18489787866684,35.40842170697791
8,petit,1,1,30,20,0.04,0.6900000000000001,18,1007.0585775823993,55.947698754577736,33.56861925274664
8,petit,1,1,30,21,0.0,0.65,22,1103.0620773065189,50.139185332114494,36.768735910217295
8,petit,1,1,30,22,-0.04,0.61,19,941.9482665450906,49.57622455500477,31.398275551503023
8,petit,1,1,30,23,0.04,0.6900000000000001,21,1159.4809686818298,55.213379461039516,38.649365622727665
8,petit,1,1,30,24,0.08,0.73,24,1198.820745282354,49.95086438676475,39.9606915094118
9,moyen,0,1,150,1,-0.04,0.41000000000000003,47,2391.165128354784,50.875853794782635,15.94110085569856
9,moyen,0,1,150,2,-0.04,0.41000000000000003,53,2568.011590986277,48.45304888653353,17.120077273241847
9,moyen,0,1,150,3,0.0,0.45,71,3376.779165031064,47.56026993001499,22.511861100207096
9,moyen,0,1,150,4,0.04,0.49,78,3819.1414804285937,48.9633523131871,25.46094320285729
9,moyen,0,1,150,5,0.08,0.53,88,4707.734778240196,53.49698611636586,31.384898521601304
9,moyen,0,1,150,6,0.08,0.53,79,4034.3961988791193,51.06830631492556,26.895974659194128
9,moyen,0,1,150,7,0.08,0.53,67,3383.7074673488373,50.503096527594586,22.558049782325583
9,moyen,0,1,150,8,0.04,0.49,91,4410.289872182297,48.46472387013513,29.40193248121531
9,moyen,0,1,150,9,0.0,0.45,60,3105.877775292858,51.764629588214305,20.70585183528572
9,moyen,0,1,150,10,-0.04,0.41000000000000003,66,3134.5507154663824,47.49319265858155,20.897004769775883
9,moyen,0,1,150,11,0.04,0.49,65,3060.489804947905,47.08445853766008,20.403265366319367
9,moyen,0,1,150,12,0.08,0.53,80,3925.0174240892416,49.06271780111552,26.16678282726161
9,moyen,0,1,150,13,-0.04,0.41000000000000003,67,3589.9729640573473,53.58168603070668,23.93315309371565
9,moyen,0,1,150,14,-0.04,0.41000000000000003,53,2857.2531785507485,53.9104373311462,19.04835452367166
9,moyen,0,1,150,15,0.0,0.45,70,3443.3702149455116,49.19100307065017,22.955801432970077
9,moyen,0,1,150,16,0.04,0.49,66,3217.841719256876,48.75517756449812,21.452278128379174
9,moyen,0,1,150,17,0.08,0.53,73,3439.771108726708,47.120152174338465,22.931807391511388
9,moyen,0,1,150,18,0.08,0.53,81,4060.5341479452113,50.13005120920014,27.070227652968075
9,moyen,0,1,150,19,0.08,0.53,74,3720.9052958501575,50.2825039979751,24.806035305667717
9,moyen,0,1,150,20,0.04,0.49,69,3548.3782023334243,51.425771048310494,23.655854682222827
9,moyen,0,1,150,21,0.0,0.45,64,3309.2849015990196,51.70757658748468,22.061899343993463
9,moyen,0,1,150,22,-0.04,0.41000000000000003,62,3076.6824739870926,49.62391087075956,20.511216493247286
9,moyen,0,1,150,23,0.04,0.49,73,3721.2605636667026,50.97617210502332,24.808403757778017
9,moyen,0,1,150,24,0.08,0.53,75,3658.9843412349196,48.786457883132265,24.393228941566132
10,petit,0,1,30,1,-0.04,0.41000000000000003,14,730.141437429412,52.15295981638657,24.338047914313734
10,petit,0,1,30,2,-0.04,0.41000000000000003,15,720.5324791279354,48.035498608529025,24.017749304264512
10,petit,0,1,30,3,0.0,0.45,9,470.6756332185122,52.29729257983469,15.689187773950406
10,petit,0,1,30,4,0.04,0.49,14,721.2433341948657,51.51738101391898,24.04144447316219
10,petit,0,1,30,5,0.08,0.53,13,653.7211250057208,50.28624038505544,21.79070416685736
10,petit,0,1,30,6,0.08,0.53,14,744.5934310830435,53.18524507736025,24.81978103610145
10,petit,0,1,30,7,0.08,0.53,9,379.3320417887692,42.14800464319657,12.644401392958972
10,petit,0,1,30,8,0.04,0.49,15,688.1339583258617,45.875597221724114,22.937798610862057
10,petit,0,1,30,9,0.0,0.45,15,734.3109507277034,48.95406338184689,24.477031690923447
10,petit,0,1,30,10,-0.04,0.41000000000000003,11,478.1985530414551,43.47259573104137,15.939951768048504
10,petit,0,1,30,11,0.04,0.49,19,923.3977804601495,48.59988318211313,30.77992601533832
10,petit,0,1,30,12,0.08,0.53,17,826.8303958425843,48.63708210838731,27.56101319475281
10,petit,0,1,30,13,-0.04,0.41000000000000003,14,773.5058202207925,55.25041573005661,25.783527340693084
10,petit,0,1,30,14,-0.04,0.41000000000000003,12,607.4062684247913,50.61718903539927,20.24687561415971
10,petit,0,1,30,15,0.0,0.45,14,757.7765916616446,54.12689940440318,25.25921972205482
10,petit,0,1,30,16,0.04,0.49,16,818.100483128583,51.13128019553644,27.270016104286103
10,petit,0,1,30,17,0.08,0.53,16,767.8599637260761,47.991247732879756,25.595332124202535
10,petit,0,1,30,18,0.08,0.53,12,606.9481291452863,50.579010762107195,20.23160430484288
10,petit,0,1,30,19,0.08,0.53,16,843.7655800359304,52.73534875224565,28.125519334531013
10,petit,0,1,30,20,0.04,0.49,16,871.6040795865549,54.47525497415968,29.05346931955183
10,petit,0,1,30,21,0.0,0.45,12,593.1249674593478,49.42708062161231,19.770832248644925
10,petit,0,1,30,22,-0.04,0.41000000000000003,12,514.3928357650856,42.86606964709046,17.146427858836187
10,petit,0,1,30,23,0.04,0.49,14,603.5885874175058,43.11347052982184,20.119619580583525
10,petit,0,1,30,24,0.08,0.53,19,928.6580062790472,48.87673717258143,30.95526687596824
11,grand,0,0,500,1,-0.04,0.21,97,4504.61510840882,46.439331014523916,9.00923021681764
11,grand,0,0,500,2,-0.04,0.21,100,5269.265669860524,52.69265669860524,10.538531339721048
11,grand,0,0,500,3,0.0,0.25,117,5946.852301822807,50.82779745147698,11.893704603645615
11,grand,0,0,500,4,0.04,0.29,158,7780.1468438273705,49.241435720426395,15.560293687654742
11,grand,0,0,500,5,0.08,0.33,153,7444.116259321016,48.65435463608507,14.888232518642031
11,grand,0,0,500,6,0.08,0.33,171,8751.666025857792,51.17933348454849,17.503332051715585
11,grand,0,0,500,7,0.08,0.33,161,7838.042928978948,48.68349645328539,15.676085857957895
11,grand,0,0,500,8,0.04,0.29,164,8004.405025923499,48.80734771904573,16.008810051847
11,grand,0,0,500,9,0.0,0.25,129,6319.5078962625175,48.9884333043606,12.639015792525035
11,grand,0,0,500,10,-0.04,0.21,124,6219.056355233431,50.15368028414057,12.43811271046686
11,grand,0,0,500,11,0.04,0.29,141,7160.5734173879,50.78420863395674,14.3211468347758
11,grand,0,0,500,12,0.08,0.33,156,8023.447071312785,51.4323530212358,16.04689414262557
11,grand,0,0,500,13,-0.04,0.21,106,5461.37957002853,51.52244877385406,10.92275914005706
11,grand,0,0,500,14,-0.04,0.21,99,4950.115474645281,50.0011664105584,9.900230949290563
11,grand,0,0,500,15,0.0,0.25,122,6269.080504391668,51.3859057737022,12.538161008783336
11,grand,0,0,500,16,0.04,0.29,157,7723.885984025919,49.196726012903945,15.447771968051839
11,grand,0,0,500,17,0.08,0.33,173,8290.753702616039,47.923431807029125,16.581507405232077
11,grand,0,0,500,18,0.08,0.33,148,7277.530071922413,49.17250048596225,14.555060143844827
