magasin_id,taille,urbain,qualite_equipe,n_potentiel,mois,effet_saison_val,p_visite,nb_visites,ventes,panier_moyen,pub,log_rev_int
2,grand,0,1,500,10,-0.04,0.51,253,13956.868392932236,55.165487719099744,1,3.3291189255752207
2,grand,0,1,500,11,0.04,0.59,283,15891.196864685073,56.15263909782711,1,3.4589124801527666
2,grand,0,1,500,12,0.08,0.63,309,17042.737831159797,55.154491362976685,1,3.5288713598976487
2,grand,0,1,500,13,-0.04,0.51,266,14234.160609977042,53.51188199239489,1,3.348791932918191
2,grand,0,1,500,14,-0.04,0.51,246,13416.876146656534,54.54014693762819,1,3.289660509049914
2,grand,0,1,500,15,0.0,0.55,276,15033.477394017313,54.46912099281635,1,3.403426721105151
2,grand,0,1,500,16,0.04,0.59,297,16257.524926369024,54.73914116622567,1,3.4817030545426997
2,grand,0,1,500,17,0.08,0.63,317,17730.02251210411,55.930670385186474,1,3.5684065703634795
2,grand,0,1,500,18,0.08,0.63,322,17969.176570351672,55.80489618121637,1,3.5818050578431873
2,grand,0,1,500,19,0.08,0.63,328,18648.08657171015,56.85392247472607,1,3.6188907246952247
2,grand,0,1,500,20,0.04,0.59,302,16808.791445513783,55.65824981958207,1,3.5150492304234917
2,grand,0,1,500,21,0.0,0.55,257,13851.791779431598,53.89802248806069,1,3.321561775181742
2,grand,0,1,500,22,-0.04,0.51,259,13808.230272138535,53.313630394357276,1,3.3184119914811494
2,grand,0,1,500,23,0.04,0.59,293,16257.667059102012,55.486918290450554,1,3.481711797085758
2,grand,0,1,500,24,0.08,0.63,292,16126.985930648008,55.22940387208222,1,3.4736411941481964
3,moyen,1,0,150,1,-0.04,0.41000000000000003,58,3010.1016031453823,51.89830350250659,0,2.999093818274773
3,moyen,1,0,150,2,-0.04,0.41000000000000003,64,3193.30167264,49.895338635,0,3.058175373529261
3,moyen,1,0,150,3,0.0,0.45,71,3378.421748900303,47.583404914088774,0,3.1145286471360456
3,moyen,1,0,150,4,0.04,0.49,68,3697.0058167801653,54.36773259970831,0,3.204643238217598
3,moyen,1,0,150,5,0.08,0.53,81,3857.0325374237027,47.61768564720621,0,3.247018100017199
3,moyen,1,0,150,6,0.08,0.53,73,3657.922478930191,50.10852710863276,0,3.1940153424293936
3,moyen,1,0,150,7,0.08,0.53,84,4118.705280987237,49.032205726038534,0,3.3126588466721865
3,moyen,1,0,150,8,0.04,0.49,80,3912.470326264473,48.905879078305915,0,3.261288956382043
3,moyen,1,0,150,9,0.0,0.45,74,3652.1040139279926,49.352756944972874,0,3.1924234285733655
3,moyen,1,0,150,10,-0.04,0.41000000000000003,64,3121.594563886727,48.77491506073011,0,3.035463934320129
3,moyen,1,0,150,11,0.04,0.49,62,3320.80435985233,53.56136064277952,0,3.0973270155338852
3,moyen,1,0,150,12,0.08,0.53,79,3959.0312120227277,50.1143191395282,0,3.2731193367935814
3,moyen,1,0,150,13,-0.04,0.41000000000000003,64,3063.295166821112,47.86398698157988,0,3.016611173363392
3,moyen,1,0,150,14,-0.04,0.41000000000000003,59,3057.4967649235164,51.821979066500276,0,3.014716515385531
3,moyen,1,0,150,15,0.0,0.45,67,3368.9768279535638,50.28323623811289,0,3.111729071267517
3,moyen,1,0,150,16,0.04,0.49,79,3838.2742632349623,48.58575016753117,0,3.2421428398544045
3,moyen,1,0,150,17,0.08,0.53,86,4390.101093247597,51.04768713078602,0,3.376472239782443
3,moyen,1,0,150,18,0.08,0.53,68,3502.6813751175628,51.5100202223171,0,3.150648767247388
3,moyen,1,0,150,19,0.08,0.53,81,3897.507093260283,48.11737152173189,0,3.257457126785343
3,moyen,1,0,150,20,0.04,0.49,72,3284.798542316474,45.622201976617696,0,3.08642530840202
3,moyen,1,0,150,21,0.0,0.45,74,3724.975045403561,50.33750061356164,0,3.212180137474444
3,moyen,1,0,150,22,-0.04,0.41000000000000003,57,2910.5146871197776,51.06166117753996,0,2.965449918855947
3,moyen,1,0,150,23,0.04,0.49,71,3602.14675437051,50.73446132916211,0,3.1786499732779085
3,moyen,1,0,150,24,0.08,0.53,92,4410.8499858922405,47.94402158578522,0,3.3811873963376935
4,petit,0,1,30,1,-0.04,0.51,13,819.9860892521489,63.075853019396064,1,3.3080899941256
4,petit,0,1,30,2,-0.04,0.51,19,1015.9563935007128,53.47138913161646,1,3.5223883257724284
4,petit,0,1,30,3,0.0,0.55,16,981.941339685346,61.37133373033412,1,3.4883341893534334
4,petit,0,1,30,4,0.04,0.59,18,1064.9451091246606,59.16361717359226,1,3.569481154425083
4,petit,0,1,30,5,0.08,0.63,18,886.6034510495725,49.25574728053181,1,3.38620043309506
4,petit,0,1,30,6,0.08,0.63,16,872.8020216446571,54.55012635279107,1,3.3705113691288364
4,petit,0,1,30,7,0.08,0.63,16,802.7976328310407,50.17485205194004,1,3.286905286614725
4,petit,0,1,30,8,0.04,0.59,18,999.2624988661643,55.514583270342456,1,3.5058201240984
4,petit,0,1,30,9,0.0,0.55,17,977.6111712904076,57.506539487671034,1,3.48391463395094
4,petit,0,1,30,10,-0.04,0.51,13,702.9917461656613,54.07628816658933,1,3.1541477692057036
4,petit,0,1,30,11,0.04,0.59,17,898.4731526163847,52.85136191861086,1,3.3994994438884185
4,petit,0,1,30,12,0.08,0.63,22,1158.6036572634414,52.6638026028837,1,3.653773433618415
4,petit,0,1,30,13,-0.04,0.51,17,992.1335056522103,58.360794450130015,1,3.4986602988780264
4,petit,0,1,30,14,-0.04,0.51,17,873.6353226022682,51.39031309425107,1,3.3714656558927953
4,petit,0,1,30,15,0.0,0.55,16,798.7531919232155,49.92207449520097,1,3.281854620169605
4,petit,0,1,30,16,0.04,0.59,19,1027.570330424078,54.08264896968832,1,3.5337550104670625
4,petit,0,1,30,17,0.08,0.63,17,959.6781483366781,56.45165578451048,1,3.465400584437514
4,petit,0,1,30,18,0.08,0.63,21,1224.4103501802585,58.3052547704885,1,3.709017278640491
4,petit,0,1,30,19,0.08,0.63,22,1129.2415461518262,51.329161188719375,1,3.628104106594216
4,petit,0,1,30,20,0.04,0.59,13,733.2200733950732,56.40154410731332,1,3.196248511717873
4,petit,0,1,30,21,0.0,0.55,15,811.4169706662422,54.09446471108281,1,3.297584684181391
4,petit,0,1,30,22,-0.04,0.51,14,734.3567086048264,52.454050614630454,1,3.1977975079284473
4,petit,0,1,30,23,0.04,0.59,18,998.433523512222,55.46852908401233,1,3.5049901926251046
4,petit,0,1,30,24,0.08,0.63,20,1019.1559945870204,50.95779972935102,1,3.5255327257980067
5,grand,1,1,500,1,-0.04,0.61,297,15111.550904597296,50.88064277642187,0,3.4086065925169686
5,grand,1,1,500,2,-0.04,0.61,312,15787.11386009026,50.599723910545706,0,3.4523412093524986
5,grand,1,1,500,3,0.0,0.65,342,17089.33406275571,49.96881304899331,0,3.5316017104423163
5,grand,1,1,500,4,0.04,0.6900000000000001,355,17677.70833316003,49.79636150185924,0,3.565451610202996
5,grand,1,1,500,5,0.08,0.73,370,17980.81662455383,48.59680168798332,0,3.5824526270677945
5,grand,1,1,500,6,0.08,0.73,356,17969.957960180953,50.47741000050829,0,3.5818485419080996
5,grand,1,1,500,7,0.08,0.73,374,18317.32081924364,48.976793634341284,0,3.60099428562024
5,grand,1,1,500,8,0.04,0.6900000000000001,327,16447.584349889243,50.29842308834631,0,3.4933257989570494
5,grand,1,1,500,9,0.0,0.65,326,16587.46477330829,50.881793783154265,0,3.5017944565269907
5,grand,1,1,500,10,-0.04,0.61,300,14894.939317020164,49.649797723400546,0,3.3941686926665504
5,grand,1,1,500,11,0.04,0.6900000000000001,353,17253.012106373593,48.87538840332463,0,3.5411339236561505
5,grand,1,1,500,12,0.08,0.73,368,18050.13329058859,49.04927524616465,0,3.586300249831713
5,grand,1,1,500,13,-0.04,0.61,286,14064.236227674237,49.17565114571411,0,3.3367823179824554
5,grand,1,1,500,14,-0.04,0.61,313,15996.37039443818,51.10661467871623,0,3.4655090267176805
5,grand,1,1,500,15,0.0,0.65,326,16408.09141693928,50.331568763617426,0,3.490921772800321
5,grand,1,1,500,16,0.04,0.6900000000000001,342,16710.58828444423,48.86136925276091,0,3.5091897280798174
5,grand,1,1,500,17,0.08,0.73,377,18963.940783915696,50.30223019606285,0,3.635686503042511
5,grand,1,1,500,18,0.08,0.73,376,18728.100438096924,49.80877776089608,0,3.623172273725253
5,grand,1,1,500,19,0.08,0.73,375,18812.427043259853,50.16647211535961,0,3.627664844962376
5,grand,1,1,500,20,0.04,0.6900000000000001,356,18066.905584252545,50.74973478722625,0,3.5872290244706173
5,grand,1,1,500,21,0.0,0.65,328,16579.525970810773,50.547335276862114,0,3.501315739436835
5,grand,1,1,500,22,-0.04,0.61,321,15613.77824845141,48.641053733493486,0,3.4413009260598075
5,grand,1,1,500,23,0.04,0.6900000000000001,335,16773.18948593495,50.069222346074476,0,3.512928928289474
5,grand,1,1,500,24,0.08,0.73,356,17456.514886518744,49.03515417561445,0,3.5528601054644366
6,moyen,0,0,150,1,-0.04,0.21,25,1237.559164734004,49.502366589360165,0,2.1102610090897973
6,moyen,0,0,150,2,-0.04,0.21,26,1388.5151891827306,53.40443035318195,0,2.225354951865328
6,moyen,0,0,150,3,0.0,0.25,46,2493.940800743993,54.21610436399985,0,2.810984095191595
6,moyen,0,0,150,4,0.04,0.29,42,1957.289252125867,46.60212505061588,0,2.5686804662235225
6,moyen,0,0,150,5,0.08,0.33,49,2365.807891099358,48.281793695905264,0,2.758239551498599
6,moyen,0,0,150,6,0.08,0.33,45,2326.865389376217,51.70811976391594,0,2.741642020251432
6,moyen,0,0,150,7,0.08,0.33,54,2648.238793822625,49.04145914486343,0,2.871014797830804
6,moyen,0,0,150,8,0.04,0.29,46,2430.980565884127,52.84740360617667,0,2.785414685899195
6,moyen,0,0,150,9,0.0,0.25,41,2101.2826551964367,51.25079646820578,0,2.6396679313488516
6,moyen,0,0,150,10,-0.04,0.21,47,2346.465319647198,49.924794035046766,0,2.7500300614198765
6,moyen,0,0,150,11,0.04,0.29,45,2300.364604306739,51.11921342903864,0,2.730187618869071
6,moyen,0,0,150,12,0.08,0.33,46,2286.108703025307,49.698015283158846,0,2.7239711007575753
6,moyen,0,0,150,13,-0.04,0.21,26,1251.6891408383863,48.14189003224563,0,2.12161393666952
6,moyen,0,0,150,14,-0.04,0.21,32,1595.6227982384373,49.863212444951166,0,2.3643841140244706
6,moyen,0,0,150,15,0.0,0.25,39,1966.203241371729,50.415467727480234,0,2.5732243793815064
6,moyen,0,0,150,16,0.04,0.29,47,2326.279600228051,49.49531064315002,0,2.741390238219035
6,moyen,0,0,150,17,0.08,0.33,47,2357.2245079660606,50.1537129354481,0,2.754604855880338
6,moyen,0,0,150,18,0.08,0.33,51,2516.2526926968517,49.338288092095134,0,2.8198907529801147
6,moyen,0,0,150,19,0.08,0.33,51,2444.28176154887,47.92709336370333,0,2.790871306599645
6,moyen,0,0,150,20,0.04,0.29,39,2059.481731239963,52.80722387794778,0,2.619574349257392
6,moyen,0,0,150,21,0.0,0.25,38,1917.6212926934516,50.46371822877504,0,2.548205492786558
6,moyen,0,0,150,22,-0.04,0.21,34,1699.3840921828894,49.98188506420263,0,2.4273858715860683
6,moyen,0,0,150,23,0.04,0.29,37,1865.1590780288889,50.40970481159159,0,2.520466330874353
6,moyen,0,0,150,24,0.08,0.33,55,2783.8008707314757,50.614561286026834,0,2.9209371984822083
7,moyen,0,1,150,1,-0.04,0.51,71,3969.763497749824,55.91216194013837,1,3.275826505455269
7,moyen,0,1,150,2,-0.04,0.51,75,4171.117743479696,55.614903246395954,1,3.325304028779144
7,moyen,0,1,150,3,0.0,0.55,74,4073.0236351336393,55.04085993423837,1,3.3015056164161547
7,moyen,0,1,150,4,0.04,0.59,87,4457.079987390129,51.2308044527601,1,3.391613825153282
7,moyen,0,1,150,5,0.08,0.63,92,5378.771629184596,58.46490901287605,1,3.5795800112773035
7,moyen,0,1,150,6,0.08,0.63,98,5533.696198960265,56.4662877444925,1,3.607975967555467
7,moyen,0,1,150,7,0.08,0.63,95,5039.03836967342,53.04250915445705,1,3.514335249096614
7,moyen,0,1,150,8,0.04,0.59,85,4809.694032348842,56.58463567469225,1,3.467753456242016
7,moyen,0,1,150,9,0.0,0.55,82,4802.758559651212,58.5702263372099,1,3.4663104376503022
7,moyen,0,1,150,10,-0.04,0.51,73,4240.453354525522,58.08840211678797,1,3.341790171651017
7,moyen,0,1,150,11,0.04,0.59,88,4841.158321172359,55.01316274059499,1,3.4742739995376195
7,moyen,0,1,150,12,0.08,0.63,94,5004.908741057386,53.24371001124879,1,3.507539163931864
7,moyen,0,1,150,13,-0.04,0.51,75,4088.528733619112,54.513716448254826,1,3.3053051673933007
7,moyen,0,1,150,14,-0.04,0.51,66,3777.1931713500758,57.23019956591024,1,3.2261011714307246
7,moyen,0,1,150,15,0.0,0.55,80,4257.281109210554,53.21601386513193,1,3.3457507041325303
7,moyen,0,1,150,16,0.04,0.59,92,5186.555369419732,56.37560184151883,1,3.543189756399686
7,moyen,0,1,150,17,0.08,0.63,106,5807.615822151541,54.78882851086359,1,3.656290113896841
7,moyen,0,1,150,18,0.08,0.63,100,5475.184542691404,54.751845426914045,1,3.5973459664480507
7,moyen,0,1,150,19,0.08,0.63,89,4871.373476214022,54.73453344060699,1,3.480495910187993
7,moyen,0,1,150,20,0.04,0.59,82,4405.428700467578,53.72474024960461,1,3.379957560870637
7,moyen,0,1,150,21,0.0,0.55,87,4872.708310695097,56.008141502242495,1,3.4807698886948684
7,moyen,0,1,150,22,-0.04,0.51,68,3621.6599813328335,53.259705607835784,1,3.1840524639970336
7,moyen,0,1,150,23,0.04,0.59,91,5168.208534309001,56.79350037702199,1,3.539646101618083
7,moyen,0,1,150,24,0.08,0.63,101,5739.726370595807,56.828973966295116,1,3.6445315234531677
8,petit,1,1,30,1,-0.04,0.71,20,1236.1105645932298,61.80552822966149,1,3.718527705909143
8,petit,1,1,30,2,-0.04,0.71,20,976.0791633535816,48.803958167679085,1,3.482346311455123
8,petit,1,1,30,3,0.0,0.75,20,1022.4876586536576,51.12438293268288,1,3.528796436405587
8,petit,1,1,30,4,0.04,0.79,22,1172.3118876506398,53.286903984119995,1,3.665535668815156
8,petit,1,1,30,5,0.08,0.83,27,1486.6043447235575,55.059420174946574,1,3.903052453215617
8,petit,1,1,30,6,0.08,0.83,24,1196.1288693362521,49.838702889010506,1,3.6856482973249243
8,petit,1,1,30,7,0.08,0.83,22,1156.9202797500857,52.58728544318571,1,3.652319440608008
8,petit,1,1,30,8,0.04,0.79,23,1274.722213269204,55.422704924748004,1,3.7492861802471085
8,petit,1,1,30,9,0.0,0.75,22,1114.0535034907202,50.638795613214555,1,3.6145630659399046
8,petit,1,1,30,10,-0.04,0.71,23,1314.6456457418367,57.1585063366016,1,3.7801250557171424
8,petit,1,1,30,11,0.04,0.79,19,937.1451587241675,49.323429406535126,1,3.4416408071733167
8,petit,1,1,30,12,0.08,0.83,25,1456.9817656143564,58.27927062457425,1,3.882924909433704
8,petit,1,1,30,13,-0.04,0.71,21,1309.5160176578217,62.35790560275342,1,3.776215514099173
8,petit,1,1,30,14,-0.04,0.71,20,1101.8061512213878,55.090307561069395,1,3.603508686244692
8,petit,1,1,30,15,0.0,0.75,24,1169.4025258668926,48.72510524445386,1,3.66305085404535
8,petit,1,1,30,16,0.04,0.79,22,1129.7134241346373,51.35061018793806,1,3.62852189092005
8,petit,1,1,30,17,0.08,0.83,25,1347.2414452514665,53.88965781005866,1,3.804617025345777
8,petit,1,1,30,18,0.08,0.83,22,1222.496131634061,55.568005983366405,1,3.707452675374349
8,petit,1,1,30,19,0.08,0.83,27,1501.8057555823964,55.622435391940606,1,3.9132261184522683
8,petit,1,1,30,20,0.04,0.79,26,1478.8861953130809,56.88023828127234,1,3.8978471310380893
8,petit,1,1,30,21,0.0,0.75,17,927.5577856970768,54.56222268806334,1,3.431357713517064
8,petit,1,1,30,22,-0.04,0.71,24,1341.4640302256016,55.8943345927334,1,3.800319474743488
8,petit,1,1,30,23,0.04,0.79,25,1231.785755733915,49.2714302293566,1,3.7150228477423997
8,petit,1,1,30,24,0.08,0.83,22,1256.8718381091578,57.13053809587081,1,3.7351838631851435
9,moyen,0,1,150,1,-0.04,0.41000000000000003,55,2661.6838344425796,48.39425153531963,0,2.8760789278736816
9,moyen,0,1,150,2,-0.04,0.41000000000000003,70,3082.7868284455326,44.03981183493618,0,3.0229539872039086
9,moyen,0,1,150,3,0.0,0.45,72,3583.0738380445187,49.764914417284984,0,3.1733410308792833
9,moyen,0,1,150,4,0.04,0.49,81,4070.0742599363516,50.24783036958459,0,3.3007812298585417
9,moyen,0,1,150,5,0.08,0.53,76,3938.272842147816,51.819379501944944,0,3.2678622471486234
9,moyen,0,1,150,6,0.08,0.53,75,3637.5183023044065,48.50024403072542,0,3.1884216489321826
9,moyen,0,1,150,7,0.08,0.53,74,3743.3605088125432,50.585952821791125,0,3.2171037246423624
9,moyen,0,1,150,8,0.04,0.49,75,3700.9711478784393,49.34628197171252,0,3.205715242495784
9,moyen,0,1,150,9,0.0,0.45,66,3310.7206050498667,50.162433409846464,0,3.0942858560335913
9,moyen,0,1,150,10,-0.04,0.41000000000000003,62,2879.312218954391,46.44051966055469,0,2.9546714376503447
9,moyen,0,1,150,11,0.04,0.49,70,3471.2614143380433,49.58944877625776,0,3.141638032769414
9,moyen,0,1,150,12,0.08,0.53,93,4751.901397058558,51.09571394686622,0,3.455664816953706
9,moyen,0,1,150,13,-0.04,0.41000000000000003,58,2901.659199966182,50.02860689596865,0,2.9624026961891845
9,moyen,0,1,150,14,-0.04,0.41000000000000003,59,2804.5519816845904,47.53477935058628,0,2.9283637897791652
9,moyen,0,1,150,15,0.0,0.45,80,4141.7543393534415,51.771929241918016,0,3.3182394364319747
9,moyen,0,1,150,16,0.04,0.49,71,3543.117148295074,49.90305842669118,0,3.162126874940365
9,moyen,0,1,150,17,0.08,0.53,82,4090.744066663156,49.88712276418483,0,3.305846861784063
9,moyen,0,1,150,18,0.08,0.53,93,4436.267633107225,47.701802506529305,0,3.386933384634173
9,moyen,0,1,150,19,0.08,0.53,76,3827.0765921147745,50.35627094887861,0,3.239221204746834
9,moyen,0,1,150,20,0.04,0.49,70,3372.7299810852696,48.18185687264671,0,3.1128424847177736
9,moyen,0,1,150,21,0.0,0.45,70,3351.425141151297,47.877502016447096,0,3.1065056555284802
9,moyen,0,1,150,22,-0.04,0.41000000000000003,57,2952.5969461157833,51.79994642308392,0,2.9798050886997975
9,moyen,0,1,150,23,0.04,0.49,79,3930.405135182855,49.75196373649183,0,3.265862493286653
9,moyen,0,1,150,24,0.08,0.53,70,3586.8278095295236,51.24039727899319,0,3.174388178249652
10,petit,0,1,30,1,-0.04,0.41000000000000003,11,490.538743337791,44.59443121252645,0,2.794306881660802
10,petit,0,1,30,2,-0.04,0.41000000000000003,10,502.93432877084786,50.29343287708478,0,2.81926222081032
10,petit,0,1,30,3,0.0,0.45,13,667.2609138254735,51.3277626019595,0,3.1019837629150504
10,petit,0,1,30,4,0.04,0.49,17,806.7375641482729,47.45515083225135,0,3.291801034398424
10,petit,0,1,30,5,0.08,0.53,17,836.0713681818648,49.180668716580286,0,3.327516596417446
10,petit,0,1,30,6,0.08,0.53,16,768.4955076900804,48.03096923063003,0,3.243237335743236
10,petit,0,1,30,7,0.08,0.53,15,669.1176162238016,44.60784108158678,0,3.104762472017669
10,petit,0,1,30,8,0.04,0.49,15,712.5440762335975,47.50293841557316,0,3.1676443899478017
10,petit,0,1,30,9,0.0,0.45,13,630.3457589341035,48.48813530262335,0,3.0450711108797
10,petit,0,1,30,10,-0.04,0.41000000000000003,14,681.7071094614308,48.693364961530776,0,3.1234027256699974
10,petit,0,1,30,11,0.04,0.49,14,698.2828541029411,49.87734672163865,0,3.1474268741191476
10,petit,0,1,30,12,0.08,0.53,17,830.0856760213109,48.82856917772417,0,3.3203315379233063
10,petit,0,1,30,13,-0.04,0.41000000000000003,17,818.5938090739853,48.152577004352075,0,3.30639061954564
10,petit,0,1,30,14,-0.04,0.41000000000000003,16,855.8289324885588,53.48930828053493,0,3.350873129284223
10,petit,0,1,30,15,0.0,0.45,16,888.8946310994822,55.55591444371764,0,3.3887813216296503
10,petit,0,1,30,16,0.04,0.49,11,558.0300370518744,50.730003368352214,0,2.9232154091124505
10,petit,0,1,30,17,0.08,0.53,16,803.6693396193183,50.22933372620739,0,3.287990533792266
10,petit,0,1,30,18,0.08,0.53,17,899.8139591293062,52.93023288995919,0,3.4009906482157204
10,petit,0,1,30,19,0.08,0.53,12,627.7235728303549,52.31029773586291,0,3.0409025172502036
10,petit,0,1,30,20,0.04,0.49,13,614.1156679755305,47.2396667673485,0,3.0189859130678567
10,petit,0,1,30,21,0.0,0.45,13,642.5860978141426,49.42969983185712,0,3.064303430509423
10,petit,0,1,30,22,-0.04,0.41000000000000003,14,686.3940744990977,49.028148178506974,0,3.1302545337515753
10,petit,0,1,30,23,0.04,0.49,13,586.958746612251,45.150672816327,0,2.9737571573526074
10,petit,0,1,30,24,0.08,0.53,19,957.0490834576125,50.37100439250592,0,3.462657297354997
11,grand,0,0,500,1,-0.04,0.21,93,4793.849794132039,51.5467719799144,0,2.2604809840270526
11,grand,0,0,500,2,-0.04,0.21,99,4974.243322227242,50.244882042699416,0,2.2974204435680012
11,grand,0,0,500,3,0.0,0.25,119,5868.009331656745,49.31100278703148,0,2.462662631101302
11,grand,0,0,500,4,0.04,0.29,135,6823.485913950473,50.544340103336836,0,2.6135176529101036
11,grand,0,0,500,5,0.08,0.33,171,8422.086873031827,49.25197001772998,0,2.8240048252585725
11,grand,0,0,500,6,0.08,0.33,166,8281.84337417076,49.89062273596843,0,2.807212753909561
11,grand,0,0,500,7,0.08,0.33,140,6716.096808458673,47.972120060419094,0,2.5976543342721055
11,grand,0,0,500,8,0.04,0.29,142,7217.467659449937,50.827237038379835,0,2.669651332252755
